wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
L,渡邉 勇太朗,7,112,28,6,0,6,2,0,0,2,2,小島,2026/03/27,ロッテ,1,2026RS
,糸川 亮太,1,17,4,1,1,1,0,0,0,1,1,小島,2026/03/27,ロッテ,0,2026RS
L,武内 夏暉,5,88,22,7,0,2,0,0,0,4,4,古賀悠,2026/03/28,ロッテ,1,2026RS
,冨士 大和,0.0,28,5,5,1,0,0,0,0,5,5,古賀悠,2026/03/28,ロッテ,0,2026RS
,中村 祐太,1,29,7,2,0,2,1,0,0,2,1,古賀悠,2026/03/28,ロッテ,0,2026RS
,黒田 将矢,1,16,4,1,0,0,0,0,0,0,0,古賀悠,2026/03/28,ロッテ,0,2026RS
,浜屋 将太,1,18,4,1,0,2,0,0,0,0,0,古賀悠,2026/03/28,ロッテ,0,2026RS
W,平良 海馬,9,119,35,5,0,5,2,1,0,0,0,小島,2026/03/29,ロッテ,1,2026RS
,隅田 知一郎,5,109,24,8,0,4,1,0,0,3,3,小島,2026/03/31,オリックス,1,2026RS
H,篠原 響,1,12,3,0,0,2,0,0,0,0,0,小島,2026/03/31,オリックス,0,2026RS
H,甲斐野 央,1,16,3,0,0,1,0,0,0,0,0,小島,2026/03/31,オリックス,0,2026RS
W,E.ラミレス,1,16,4,1,0,0,0,0,0,0,0,小島,2026/03/31,オリックス,0,2026RS
S,岩城 颯空,1,15,5,1,0,1,1,0,0,0,0,古賀悠,2026/03/31,オリックス,0,2026RS
L,高橋 光成,6,99,26,5,0,4,2,1,0,4,0,小島,2026/04/01,オリックス,1,2026RS
,浜屋 将太,1,9,3,0,0,0,0,0,0,0,0,小島,2026/04/01,オリックス,0,2026RS
,冨士 大和,2,40,9,2,0,3,1,0,0,0,0,小島,2026/04/01,オリックス,0,2026RS
L,菅井 信也,5.1,79,23,5,0,1,3,0,0,5,5,古賀悠,2026/04/02,オリックス,1,2026RS
,糸川 亮太,1.2,23,6,2,1,1,0,0,0,1,1,古賀悠,2026/04/02,オリックス,0,2026RS
,羽田 慎之介,1,27,7,3,0,1,1,1,0,1,0,小島,2026/04/02,オリックス,0,2026RS
,黒田 将矢,1,18,3,0,0,2,0,0,0,0,0,小島,2026/04/02,オリックス,0,2026RS
L,渡邉 勇太朗,6,108,26,7,1,3,2,0,0,6,6,小島,2026/04/03,楽天,1,2026RS
,浜屋 将太,1,17,3,0,0,0,1,0,0,0,0,小島,2026/04/03,楽天,0,2026RS
,中村 祐太,2,29,7,1,0,2,0,0,0,0,0,小島,2026/04/03,楽天,0,2026RS
,武内 夏暉,7,96,22,2,0,10,0,0,0,0,0,小島,2026/04/04,楽天,1,2026RS
L,甲斐野 央,1,21,6,2,0,1,1,0,0,2,2,小島,2026/04/04,楽天,0,2026RS
,E.ラミレス,1,13,4,1,0,1,0,0,0,0,0,古賀悠,2026/04/04,楽天,0,2026RS
,平良 海馬,7,101,26,2,0,9,3,0,0,1,0,小島,2026/04/05,楽天,1,2026RS
,平良 海馬,1,15,3,0,0,3,0,0,0,0,0,古賀悠,2026/04/05,楽天,0,2026RS
H,岩城 颯空,1,14,3,0,0,1,0,0,0,0,0,古賀悠,2026/04/05,楽天,0,2026RS
H,篠原 響,1,11,3,0,0,1,0,0,0,0,0,古賀悠,2026/04/05,楽天,0,2026RS
H,甲斐野 央,1,10,3,0,0,1,0,0,0,0,0,古賀悠,2026/04/05,楽天,0,2026RS
,E.ラミレス,1,11,4,1,0,1,0,0,0,0,0,古賀悠,2026/04/05,楽天,0,2026RS
W,隅田 知一郎,7,95,27,7,2,5,1,0,0,3,3,古賀悠,2026/04/07,ソフトバンク,1,2026RS
,浜屋 将太,0.2,25,5,3,0,0,0,0,0,2,2,古賀悠,2026/04/07,ソフトバンク,0,2026RS
H,甲斐野 央,0.1,11,2,0,0,1,1,0,0,0,0,古賀悠,2026/04/07,ソフトバンク,0,2026RS
S,岩城 颯空,1,16,5,2,0,0,0,0,0,1,1,古賀悠,2026/04/07,ソフトバンク,0,2026RS
W,高橋 光成,8,125,27,2,0,11,1,0,0,0,0,小島,2026/04/08,ソフトバンク,1,2026RS
S,岩城 颯空,1,17,6,2,0,0,1,0,0,1,1,小島,2026/04/08,ソフトバンク,0,2026RS
,菅井 信也,6,105,25,2,0,5,3,2,0,0,0,小島,2026/04/09,ソフトバンク,1,2026RS
L,E.ラミレス,1,24,5,1,1,0,1,0,0,2,2,小島,2026/04/09,ソフトバンク,0,2026RS
