o_team,runner,d_team,catcher,pitcher,day_of_game,stolen_bases,caught_stealing,series
阪神,植田,巨人,小林,ビエイラ,2021/09/24,1,0,2021RS
阪神,中野,巨人,小林,デラロサ,2021/09/25,1,0,2021RS
中日,加藤翔,巨人,大城,戸郷,2021/09/28,1,0,2021RS
横浜,神里,巨人,小林,デラロサ,2021/09/28,0,1,2021RS
ヤクルト,塩見,巨人,小林,ビエイラ,2021/10/07,1,0,2021RS
広島,曽根,巨人,岸田,田中豊,2021/10/08,0,1,2021RS
広島,小園,巨人,岸田,高梨,2021/10/09,1,0,2021RS
阪神,中野,巨人,大城,田中豊,2021/10/12,1,0,2021RS
阪神,近本,巨人,大城,菅野,2021/10/13,1,0,2021RS
阪神,ロハス・ジュニア,巨人,小林,山口,2021/10/14,0,1,2021RS
阪神,島田,巨人,---,中川,2021/10/14,0,1,2021RS
