wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
,九里 亜蓮,7,89,28,8,1,7,0,0,0,3,3,坂倉,2024/03/29,DeNA,1,2024RS
L,島内 颯太郎,1,27,7,2,0,1,2,0,0,1,1,坂倉,2024/03/29,DeNA,0,2024RS
L,黒原 拓未,0.0,3,1,0,0,0,0,1,0,1,1,坂倉,2024/03/30,DeNA,1,2024RS
,河野 佳,3,58,16,7,0,0,0,1,0,3,3,坂倉,2024/03/30,DeNA,0,2024RS
,大道 温貴,2,40,10,4,1,1,0,0,0,2,2,坂倉,2024/03/30,DeNA,0,2024RS
,塹江 敦哉,1,13,5,2,0,1,0,0,0,0,0,坂倉,2024/03/30,DeNA,0,2024RS
,益田 武尚,1,13,4,0,0,2,1,0,0,0,0,坂倉,2024/03/30,DeNA,0,2024RS
,中崎 翔太,1,7,4,1,0,1,0,0,0,0,0,坂倉,2024/03/30,DeNA,0,2024RS
W,アドゥワ 誠,5,61,22,3,0,1,2,2,0,1,1,坂倉,2024/03/31,DeNA,1,2024RS
H,益田 武尚,1,16,5,2,0,1,0,0,0,0,0,坂倉,2024/03/31,DeNA,0,2024RS
H,矢崎 拓也,1,12,4,0,0,0,1,0,0,0,0,坂倉,2024/03/31,DeNA,0,2024RS
,島内 颯太郎,1,14,3,0,0,1,0,0,0,0,0,坂倉,2024/03/31,DeNA,0,2024RS
,栗林 良吏,1,18,4,1,0,2,0,0,0,0,0,坂倉,2024/03/31,DeNA,0,2024RS
,床田 寛樹,7,115,25,4,0,9,1,0,0,0,0,坂倉,2024/04/02,ヤクルト,1,2024RS
W,島内 颯太郎,1,25,7,2,0,0,2,0,0,1,1,坂倉,2024/04/02,ヤクルト,0,2024RS
S,栗林 良吏,1,11,3,0,0,1,0,0,0,0,0,坂倉,2024/04/02,ヤクルト,0,2024RS
,大瀬良 大地,5.1,101,24,5,0,4,2,1,0,3,3,會澤,2024/04/04,ヤクルト,1,2024RS
,塹江 敦哉,0.2,11,3,1,0,0,0,0,0,0,0,會澤,2024/04/04,ヤクルト,0,2024RS
,コルニエル,1,27,6,2,0,1,1,0,0,0,0,會澤,2024/04/04,ヤクルト,0,2024RS
W,中崎 翔太,1,13,4,1,0,1,0,0,0,0,0,坂倉,2024/04/04,ヤクルト,0,2024RS
S,栗林 良吏,1,6,3,0,0,0,0,0,0,0,0,坂倉,2024/04/04,ヤクルト,0,2024RS
L,九里 亜蓮,8,92,26,4,0,3,0,1,0,1,0,坂倉,2024/04/05,中日,1,2024RS
,矢崎 拓也,1,10,5,3,0,0,0,0,0,0,0,坂倉,2024/04/05,中日,0,2024RS
L,ハッチ,5,102,24,8,1,4,1,0,0,3,3,坂倉,2024/04/06,中日,1,2024RS
,コルニエル,1,23,6,1,0,1,2,0,0,1,1,坂倉,2024/04/06,中日,0,2024RS
,益田 武尚,1,18,5,1,0,2,1,0,0,0,0,坂倉,2024/04/06,中日,0,2024RS
,森浦 大輔,1,15,3,0,0,1,0,0,0,0,0,坂倉,2024/04/06,中日,0,2024RS
,塹江 敦哉,1,12,3,0,0,2,0,0,0,0,0,坂倉,2024/04/06,中日,0,2024RS
L,黒原 拓未,5,77,18,3,0,3,0,0,0,1,1,坂倉,2024/04/07,中日,1,2024RS
,中崎 翔太,1,14,3,0,0,0,0,0,0,0,0,坂倉,2024/04/07,中日,0,2024RS
,矢崎 拓也,1,18,4,0,0,0,1,0,0,0,0,坂倉,2024/04/07,中日,0,2024RS
,島内 颯太郎,1,11,3,0,0,1,0,0,0,0,0,坂倉,2024/04/07,中日,0,2024RS
,栗林 良吏,1,13,3,0,0,2,0,0,0,0,0,坂倉,2024/04/07,中日,0,2024RS
L,床田 寛樹,7,117,27,8,0,5,2,0,0,1,1,坂倉,2024/04/09,阪神,1,2024RS
,塹江 敦哉,1,12,3,1,0,1,0,0,0,0,0,坂倉,2024/04/09,阪神,0,2024RS
W,アドゥワ 誠,5.2,89,23,6,1,9,1,0,0,2,2,會澤,2024/04/10,阪神,1,2024RS
,益田 武尚,0.1,10,3,1,0,0,1,0,0,0,0,會澤,2024/04/10,阪神,0,2024RS
,塹江 敦哉,1,14,3,0,0,1,0,0,0,0,0,會澤,2024/04/10,阪神,0,2024RS
,島内 颯太郎,1,25,5,0,0,3,2,0,0,0,0,會澤,2024/04/10,阪神,0,2024RS
,矢崎 拓也,1,20,5,0,0,0,2,0,0,0,0,會澤,2024/04/10,阪神,0,2024RS
,大瀬良 大地,7,90,25,4,0,5,0,0,0,0,0,會澤,2024/04/11,阪神,1,2024RS
W,島内 颯太郎,1,9,3,0,0,0,0,0,0,0,0,會澤,2024/04/11,阪神,0,2024RS
S,栗林 良吏,1,13,3,0,0,2,0,0,0,0,0,會澤,2024/04/11,阪神,0,2024RS
L,九里 亜蓮,5.2,94,28,8,2,5,1,2,0,9,9,坂倉,2024/04/12,巨人,1,2024RS
,森浦 大輔,0.1,1,1,1,0,0,0,0,0,0,0,坂倉,2024/04/12,巨人,0,2024RS
,黒原 拓未,1,13,3,0,0,1,0,0,0,0,0,坂倉,2024/04/12,巨人,0,2024RS
,コルニエル,1,22,5,0,0,2,2,0,0,0,0,石原,2024/04/12,巨人,0,2024RS
,森下 暢仁,6,89,24,5,0,5,1,0,0,1,1,會澤,2024/04/13,巨人,1,2024RS
H,矢崎 拓也,1,17,4,1,0,1,0,0,0,0,0,會澤,2024/04/13,巨人,0,2024RS
,島内 颯太郎,1,27,7,3,0,2,1,0,0,1,1,會澤,2024/04/13,巨人,0,2024RS
H,栗林 良吏,1,8,3,0,0,2,0,0,0,0,0,會澤,2024/04/13,巨人,0,2024RS
H,益田 武尚,1,20,5,0,0,1,1,1,0,0,0,會澤,2024/04/13,巨人,0,2024RS
