position,player,avg,ab,r,h,rbi,so,walks,hbp,sac,sb,err,hr,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,day_of_game,vs_team,starting,series
(左),若林 楽人,.667,6,2,4,2,1,0,0,0,0,0,0,中安,右飛,,,見三振,,,左安,右安,左安,,,2025/03/28,ヤクルト,1,2025RS
(右),キャベッジ,.750,4,1,3,2,0,0,1,0,0,0,1,右２,中飛,,,中２,,,右本,死球,,,,2025/03/28,ヤクルト,1,2025RS
(二),吉川 尚輝,.250,4,0,1,2,0,1,0,0,0,0,0,一ゴロ,,遊直,,遊直,,,四球,中安,,,,2025/03/28,ヤクルト,1,2025RS
(一),岡本 和真,.200,5,0,1,0,1,0,0,0,0,1,0,三飛,,空三振,,,二ゴロ,,一飛,左安,,,,2025/03/28,ヤクルト,1,2025RS
(中),ヘルナンデス,.400,5,0,2,0,0,0,0,0,0,0,0,左飛,,遊ゴロ,,,中安,,二安,右飛,,,,2025/03/28,ヤクルト,1,2025RS
(三),坂本 勇人,.000,5,0,0,0,0,0,0,0,0,0,0,,三ゴロ,,左飛,,三併打,,遊併打,三ゴロ,,,,2025/03/28,ヤクルト,1,2025RS
投,マルティネス,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/28,ヤクルト,0,2025RS
(捕),甲斐 拓也,.600,5,1,3,0,0,0,0,0,0,0,0,,右安,,遊飛,,,遊ゴロ,,中安,中安,,,2025/03/28,ヤクルト,1,2025RS
走,増田 大輝,-,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/28,ヤクルト,0,2025RS
(遊),門脇 誠,.250,4,0,1,0,2,0,0,1,0,0,0,,投安,,中飛,,,空三振,,空三振,一犠打,,,2025/03/28,ヤクルト,1,2025RS
(投),戸郷 翔征,1.000,1,0,1,0,0,0,0,0,0,0,0,,左安,,,,,,,,,,,2025/03/28,ヤクルト,1,2025RS
打,浦田 俊輔,.000,1,0,0,0,0,0,0,0,0,0,0,,,,,二ゴロ,,,,,,,,2025/03/28,ヤクルト,0,2025RS
投,堀田 賢慎,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/28,ヤクルト,0,2025RS
打,オコエ 瑠偉,.000,1,0,0,0,0,0,0,0,0,0,0,,,,,,,三ゴロ,,,,,,2025/03/28,ヤクルト,0,2025RS
投,泉 圭輔,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/28,ヤクルト,0,2025RS
打,長野 久義,1.000,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,中安,,,,2025/03/28,ヤクルト,0,2025RS
走三,湯浅 大,-,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/28,ヤクルト,0,2025RS
打,大城 卓三,.000,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,空三振,,,2025/03/28,ヤクルト,0,2025RS
(左),若林 楽人,.500,4,3,1,0,0,1,0,0,1,0,0,遊安,三ゴロ,四球,,遊直,,遊ゴロ,,,,,,2025/03/29,ヤクルト,1,2025RS
(右),キャベッジ,.444,5,2,1,4,1,0,0,0,0,0,1,一ゴロ,一失,右中本,,空三振,,二ゴロ,,,,,,2025/03/29,ヤクルト,1,2025RS
(二),吉川 尚輝,.429,3,1,2,0,0,2,0,0,0,0,0,一ゴロ,右安,左安,,四球,,四球,,,,,,2025/03/29,ヤクルト,1,2025RS
(一),岡本 和真,.250,3,0,1,1,0,1,1,0,0,0,0,左安,二飛,中飛,,死球,,四球,,,,,,2025/03/29,ヤクルト,1,2025RS
投,田中 瑛斗,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/29,ヤクルト,0,2025RS
投,横川 凱,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/29,ヤクルト,0,2025RS
(中),ヘルナンデス,.444,4,1,2,2,0,0,0,0,0,0,0,遊ゴロ,左２,,中安,遊ゴロ,,,,,,,,2025/03/29,ヤクルト,1,2025RS
打中,オコエ 瑠偉,.000,1,0,0,0,0,0,0,0,0,0,0,,,,,,,投ゴロ,,,,,,2025/03/29,ヤクルト,0,2025RS
(三一),中山 礼都,.200,5,1,1,0,1,0,0,0,0,0,0,,左安 中飛,,中飛,,空三振,,二ゴロ,,,,,2025/03/29,ヤクルト,1,2025RS
(捕),甲斐 拓也,.667,4,2,3,2,0,0,0,0,0,0,1,,右安,右飛,左本,,右安,,,,,,,2025/03/29,ヤクルト,1,2025RS
投,高梨 雄平,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/29,ヤクルト,0,2025RS
三,湯浅 大,.000,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,中飛,,,,,2025/03/29,ヤクルト,0,2025RS
(遊),門脇 誠,.375,4,2,2,2,0,0,0,0,0,0,0,,左２,左安,一飛,,左飛,,,,,,,2025/03/29,ヤクルト,1,2025RS
打遊,浦田 俊輔,.000,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,一ゴロ,,,,,2025/03/29,ヤクルト,0,2025RS
(投),赤星 優志,.000,1,0,0,0,1,0,0,2,0,0,0,,投犠野,一犠打,見三振,,,,,,,,,2025/03/29,ヤクルト,1,2025RS
投,船迫 大雅,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/29,ヤクルト,0,2025RS
打捕,岸田 行倫,.000,1,0,0,0,1,0,0,0,0,0,0,,,,,,空三振,,,,,,,2025/03/29,ヤクルト,0,2025RS
(左),若林 楽人,.357,4,0,0,0,0,0,0,0,0,0,0,二ゴロ,投飛,,遊ゴロ,,三ゴロ,,,,,,,2025/03/30,ヤクルト,1,2025RS
打,大城 卓三,.500,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,右安,,,,,2025/03/30,ヤクルト,0,2025RS
走左,オコエ 瑠偉,.000,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/30,ヤクルト,0,2025RS
(右),キャベッジ,.385,4,0,1,0,1,0,1,0,0,0,0,二飛,,中２,,死球,,空三振,一ゴロ,,,,,2025/03/30,ヤクルト,1,2025RS
(二),吉川 尚輝,.455,4,0,2,0,1,0,0,0,0,0,0,空三振,,二ゴロ,,左安,,左安,,,,,,2025/03/30,ヤクルト,1,2025RS
(一),岡本 和真,.300,2,0,1,0,1,2,0,0,0,0,0,,遊安,四球,,四球,,空三振,,,,,,2025/03/30,ヤクルト,1,2025RS
(中),ヘルナンデス,.364,2,1,0,0,2,2,0,0,0,0,0,,四球,空三振,,空三振,,四球,,,,,,2025/03/30,ヤクルト,1,2025RS
(三),坂本 勇人,.000,4,0,0,0,2,0,0,0,0,0,0,,二ゴロ,空三振,,三ゴロ,,空三振,,,,,,2025/03/30,ヤクルト,1,2025RS
(捕),甲斐 拓也,.538,4,2,1,0,0,0,0,0,0,0,0,,遊ゴロ,,三ゴロ,投ゴロ,,,右２,,,,,2025/03/30,ヤクルト,1,2025RS
(遊),門脇 誠,.400,2,0,1,0,0,1,0,1,0,0,0,,四球,,中２,,二ゴロ,,投犠打,,,,,2025/03/30,ヤクルト,1,2025RS
(投),石川 達也,.500,2,0,1,1,1,0,0,0,0,0,0,,左安,,空三振,,,,,,,,,2025/03/30,ヤクルト,1,2025RS
投,田中 瑛斗,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/30,ヤクルト,0,2025RS
打,浦田 俊輔,.000,1,0,0,0,1,0,0,0,0,0,0,,,,,,空三振,,,,,,,2025/03/30,ヤクルト,0,2025RS
投,バルドナード,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/30,ヤクルト,0,2025RS
投,船迫 大雅,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/30,ヤクルト,0,2025RS
投,大勢,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/30,ヤクルト,0,2025RS
打,中山 礼都,.167,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,遊飛,,,,,2025/03/30,ヤクルト,0,2025RS
投,マルティネス,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/03/30,ヤクルト,0,2025RS
(中),オコエ 瑠偉,.000,3,0,0,0,1,0,0,0,0,0,0,空三振,,中飛,,,三ゴロ,,,,,,,2025/04/01,中日,1,2025RS
左,若林 楽人,.313,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,右飛,右飛,,,,2025/04/01,中日,0,2025RS
(右),キャベッジ,.353,4,0,1,0,2,0,0,0,0,0,0,空三振,,,空三振,,左飛,,左安,,,,,2025/04/01,中日,1,2025RS
(二),吉川 尚輝,.333,4,0,0,0,1,0,0,0,0,0,0,中飛,,,空三振,,中飛,,二ゴロ,,,,,2025/04/01,中日,1,2025RS
(一),岡本 和真,.286,4,1,1,1,2,0,0,0,0,0,1,,空三振,,左本,,,遊ゴロ,空三振,,,,,2025/04/01,中日,1,2025RS
