wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
L,早川 隆久,7.2,109,30,6,0,8,1,0,0,1,1,太田,2024/03/29,西武,1,2024RS
,宋 家豪,0.1,5,1,0,0,1,0,0,0,0,0,太田,2024/03/29,西武,0,2024RS
,渡辺 翔太,1,19,6,2,0,1,1,0,0,0,0,太田,2024/03/29,西武,0,2024RS
L,荘司 康誠,4,82,19,7,1,4,1,0,0,5,5,太田,2024/03/30,西武,1,2024RS
,松田 啄磨,2,50,12,3,0,2,3,0,0,0,0,太田,2024/03/30,西武,0,2024RS
,藤平 尚真,1,15,5,1,0,2,0,1,0,0,0,太田,2024/03/30,西武,0,2024RS
,西垣 雅矢,1,14,5,2,0,0,0,0,0,1,1,太田,2024/03/30,西武,0,2024RS
,鈴木 翔天,1,23,6,2,0,0,2,0,0,2,2,太田,2024/03/30,西武,0,2024RS
,内 星龍,6,78,23,4,0,5,1,0,0,3,2,石原,2024/03/31,西武,1,2024RS
H,酒居 知史,1,20,4,2,0,1,0,0,0,0,0,石原,2024/03/31,西武,0,2024RS
H,ターリー,1,14,4,1,0,0,0,0,0,0,0,石原,2024/03/31,西武,0,2024RS
H,則本 昂大,1,13,3,0,0,1,0,0,0,0,0,石原,2024/03/31,西武,0,2024RS
H,宋 家豪,1,17,4,1,0,0,0,0,0,0,0,石原,2024/03/31,西武,0,2024RS
W,渡辺 翔太,1,12,5,1,0,1,1,0,0,0,0,石原,2024/03/31,西武,0,2024RS
W,ポンセ,5,75,18,3,0,6,0,1,0,0,0,石原,2024/04/02,日本ハム,1,2024RS
H,ターリー,1,29,7,3,0,1,1,0,0,1,1,石原,2024/04/02,日本ハム,0,2024RS
H,酒居 知史,1,28,7,2,0,1,1,0,0,1,0,石原,2024/04/02,日本ハム,0,2024RS
H,宋 家豪,1,10,4,1,0,1,0,0,0,0,0,石原,2024/04/02,日本ハム,0,2024RS
S,則本 昂大,1,4,3,0,0,0,0,0,0,0,0,石原,2024/04/02,日本ハム,0,2024RS
L,岸 孝之,5,80,22,9,1,2,0,0,0,4,4,石原,2024/04/03,日本ハム,1,2024RS
,鈴木 翔天,1,13,3,0,0,0,0,0,0,0,0,田中貴,2024/04/03,日本ハム,0,2024RS
,藤平 尚真,1,16,3,0,0,1,0,0,0,0,0,田中貴,2024/04/03,日本ハム,0,2024RS
,西垣 雅矢,1,14,3,0,0,1,0,0,0,0,0,田中貴,2024/04/03,日本ハム,0,2024RS
L,早川 隆久,5,109,27,10,0,3,2,0,0,5,5,太田,2024/04/05,ソフトバンク,1,2024RS
,藤平 尚真,1,23,5,2,0,1,0,0,0,1,1,田中貴,2024/04/05,ソフトバンク,0,2024RS
,西垣 雅矢,1,22,4,0,0,1,1,0,0,0,0,田中貴,2024/04/05,ソフトバンク,0,2024RS
,鈴木 翔天,2,37,7,1,0,3,0,0,0,0,0,田中貴,2024/04/05,ソフトバンク,0,2024RS
,荘司 康誠,7,98,26,1,0,8,3,0,0,1,1,石原,2024/04/06,ソフトバンク,1,2024RS
L,ターリー,1,15,5,1,1,0,1,0,0,2,2,石原,2024/04/06,ソフトバンク,0,2024RS
,渡辺 翔太,1,20,6,3,0,0,0,0,0,2,2,石原,2024/04/06,ソフトバンク,0,2024RS
,藤井 聖,5,78,20,8,0,1,0,0,0,2,2,太田,2024/04/07,ソフトバンク,1,2024RS
,藤平 尚真,1,13,3,0,0,2,0,0,0,0,0,太田,2024/04/07,ソフトバンク,0,2024RS
H,酒居 知史,1,12,4,1,0,1,0,0,0,0,0,太田,2024/04/07,ソフトバンク,0,2024RS
H,宋 家豪,1,12,6,2,0,1,1,0,0,0,0,太田,2024/04/07,ソフトバンク,0,2024RS
W,則本 昂大,1,14,4,0,0,0,1,0,0,0,0,石原,2024/04/07,ソフトバンク,0,2024RS
L,ポンセ,5,84,24,9,0,1,1,0,0,5,4,石原,2024/04/09,オリックス,1,2024RS
,藤平 尚真,1,12,3,0,0,0,0,0,0,0,0,太田,2024/04/09,オリックス,0,2024RS
,渡辺 翔太,1,13,3,0,0,0,0,0,0,0,0,太田,2024/04/09,オリックス,0,2024RS
,鈴木 翔天,1,7,3,0,0,2,0,0,0,0,0,太田,2024/04/09,オリックス,0,2024RS
,岸 孝之,6,80,26,7,1,2,2,0,0,2,2,太田,2024/04/10,オリックス,1,2024RS
H,酒居 知史,1,16,3,0,0,3,0,0,0,0,0,太田,2024/04/10,オリックス,0,2024RS
,宋 家豪,1,22,6,3,1,1,0,0,0,2,2,太田,2024/04/10,オリックス,0,2024RS
W,西垣 雅矢,1,14,3,0,0,1,0,0,0,0,0,太田,2024/04/10,オリックス,0,2024RS
S,則本 昂大,1,25,5,2,0,1,0,0,0,0,0,太田,2024/04/10,オリックス,0,2024RS
,内 星龍,6,87,24,5,1,2,1,0,0,1,1,石原,2024/04/11,オリックス,1,2024RS
