o_team,runner,d_team,catcher,pitcher,day_of_game,stolen_bases,caught_stealing,series
横浜,乙坂,ヤクルト,西田,梅野,2020/07/04,1,0,2020RS
中日,大島,巨人,大城,藤岡,2020/07/05,1,0,2020RS
中日,ビシエド,巨人,大城,堀岡,2020/07/05,0,1,2020RS
阪神,近本,広島,坂倉,遠藤,2020/07/05,1,0,2020RS
ヤクルト,エスコバー,中日,木下,柳,2020/07/07,1,0,2020RS
ヤクルト,上田,中日,加藤,岡田,2020/07/07,1,0,2020RS
中日,ビシエド,ヤクルト,西田,スアレス,2020/07/07,0,1,2020RS
中日,京田,ヤクルト,嶋,イノーア,2020/07/08,1,0,2020RS
ヤクルト,山田哲,中日,Aマルティネス,山本,2020/07/08,1,0,2020RS
ヤクルト,渡邉,中日,Aマルティネス,岡田,2020/07/08,1,0,2020RS
広島,堂林,横浜,高城,濱口,2020/07/08,1,0,2020RS
広島,上本,横浜,高城,パットン,2020/07/08,1,0,2020RS
横浜,梶谷,広島,會澤,ジョンソン,2020/07/08,0,1,2020RS
阪神,植田,巨人,大城,ビエイラ,2020/07/09,0,1,2020RS
巨人,ウィーラー,阪神,梅野,ガルシア,2020/07/09,1,0,2020RS
巨人,中島,阪神,梅野,ガルシア,2020/07/09,0,1,2020RS
ヤクルト,坂口,中日,木下,岡野,2020/07/09,1,0,2020RS
ヤクルト,雄平,中日,木下,岡野,2020/07/09,1,0,2020RS
ヤクルト,村上,中日,Aマルティネス,鈴木博,2020/07/09,1,0,2020RS
ヤクルト,西田,中日,木下,岡野,2020/07/09,0,1,2020RS
ヤクルト,山田哲,中日,木下,ゴンザレス,2020/07/09,0,1,2020RS
広島,堂林,横浜,會澤,石田,2020/07/09,0,1,2020RS
中日,大島,広島,會澤,大瀬良,2020/07/10,0,1,2020RS
広島,ピレラ,中日,木下,大野,2020/07/10,0,1,2020RS
ヤクルト,渡邉,巨人,岸田,ビエイラ,2020/07/11,0,1,2020RS
広島,坂倉,中日,Aマルティネス,勝野,2020/07/11,1,0,2020RS
広島,堂林,中日,Aマルティネス,三ツ間,2020/07/11,1,0,2020RS
ヤクルト,高梨,巨人,炭谷,櫻井,2020/07/12,0,1,2020RS
巨人,パーラ,ヤクルト,西田,高梨,2020/07/12,0,1,2020RS
巨人,増田大,ヤクルト,西田,石山,2020/07/12,1,0,2020RS
広島,菊池涼,中日,木下,藤嶋,2020/07/12,0,1,2020RS
阪神,大山,横浜,嶺井,パットン,2020/07/12,0,1,2020RS
横浜,梶谷,中日,Aマルティネス,ゴンザレス,2020/07/14,1,0,2020RS
中日,大島,横浜,戸柱,エスコバー,2020/07/15,1,0,2020RS
阪神,近本,ヤクルト,井野,マクガフ,2020/07/15,1,0,2020RS
ヤクルト,坂口,阪神,梅野,ガルシア,2020/07/15,0,1,2020RS
中日,ビシエド,横浜,伊藤光,平田,2020/07/16,1,0,2020RS
中日,大島,横浜,伊藤光,武藤,2020/07/16,0,1,2020RS
阪神,糸原,ヤクルト,西田,寺島,2020/07/16,0,1,2020RS
ヤクルト,エスコバー,阪神,梅野,能見,2020/07/16,1,0,2020RS
ヤクルト,渡邉,阪神,梅野,岩崎,2020/07/16,1,0,2020RS
広島,鈴木誠,巨人,大城,メルセデス,2020/07/16,1,0,2020RS
巨人,坂本,広島,坂倉,ケムナ,2020/07/16,1,0,2020RS
巨人,吉川尚,広島,坂倉,DJジョンソン,2020/07/16,1,0,2020RS
巨人,亀井,横浜,戸柱,井納,2020/07/16,0,1,2020RS
阪神,近本,中日,木下,大野,2020/07/17,1,0,2020RS
阪神,梅野,中日,木下,大野,2020/07/17,0,1,2020RS
広島,鈴木誠,ヤクルト,古賀,吉田,2020/07/17,1,0,2020RS
巨人,丸,横浜,戸柱,今永,2020/07/18,1,0,2020RS
巨人,ウィーラー,横浜,戸柱,石田,2020/07/18,0,1,2020RS
広島,堂林,ヤクルト,西田,小川,2020/07/18,1,0,2020RS
広島,西川,ヤクルト,西田,小川,2020/07/18,1,0,2020RS
ヤクルト,山崎,広島,磯村,フランスア,2020/07/18,0,1,2020RS
巨人,増田大,横浜,戸柱,山崎,2020/07/19,1,0,2020RS
ヤクルト,雄平,広島,會澤,遠藤,2020/07/19,1,0,2020RS
ヤクルト,山田哲,広島,會澤,一岡,2020/07/19,0,1,2020RS
広島,菊池涼,ヤクルト,古賀,高梨,2020/07/19,0,1,2020RS
横浜,神里,ヤクルト,戸柱,エスコバー,2020/07/21,1,0,2020RS
阪神,梅野,広島,會澤,DJジョンソン,2020/07/21,1,0,2020RS
広島,ピレラ,阪神,梅野,秋山,2020/07/21,0,1,2020RS
ヤクルト,西浦,横浜,高城,濱口,2020/07/22,1,0,2020RS
阪神,中谷,広島,磯村,一岡,2020/07/22,1,0,2020RS
阪神,熊谷,広島,磯村,DJジョンソン,2020/07/22,1,0,2020RS
阪神,江越,広島,磯村,DJジョンソン,2020/07/22,0,1,2020RS
広島,西川,阪神,梅野,ガルシア,2020/07/22,1,0,2020RS
広島,堂林,阪神,坂本,馬場,2020/07/22,1,0,2020RS
巨人,増田大,中日,加藤,ゴンザレス,2020/07/23,0,1,2020RS
ヤクルト,村上,巨人,大城,堀岡,2020/07/24,1,0,2020RS
広島,鈴木誠,横浜,戸柱,上茶谷,2020/07/24,0,1,2020RS
阪神,陽川,中日,木下,大野,2020/07/24,1,0,2020RS
阪神,近本,中日,Aマルティネス,藤嶋,2020/07/24,1,0,2020RS
中日,京田,阪神,梅野,岩貞,2020/07/26,1,0,2020RS
阪神,植田,中日,Aマルティネス,福,2020/07/26,1,0,2020RS
阪神,近本,中日,Aマルティネス,ゴンザレス,2020/07/26,1,0,2020RS
阪神,江越,中日,加藤,橋本,2020/07/26,1,0,2020RS
阪神,近本,中日,Aマルティネス,梅津,2020/07/26,0,1,2020RS
巨人,吉川尚,ヤクルト,古賀,寺島,2020/07/26,1,0,2020RS
巨人,増田大,横浜,戸柱,エスコバー,2020/07/28,1,0,2020RS
広島,會澤,中日,Aマルティネス,岡田,2020/07/28,1,0,2020RS
広島,堂林,中日,Aマルティネス,福谷,2020/07/28,0,1,2020RS
巨人,吉川尚,横浜,高城,平田,2020/07/29,1,0,2020RS
巨人,重信,横浜,高城,山崎,2020/07/29,1,0,2020RS
巨人,増田大,横浜,高城,パットン,2020/07/29,1,0,2020RS
広島,上本,中日,Aマルティネス,松葉,2020/07/29,1,0,2020RS
ヤクルト,山崎,阪神,梅野,ガルシア,2020/07/29,0,1,2020RS
阪神,近本,ヤクルト,西田,原,2020/07/29,1,0,2020RS
阪神,植田,ヤクルト,西田,梅野,2020/07/29,1,0,2020RS
阪神,梅野,ヤクルト,井野,清水,2020/07/29,1,0,2020RS
巨人,吉川尚,横浜,戸柱,大貫,2020/07/30,1,0,2020RS
巨人,増田大,横浜,嶺井,石田,2020/07/30,0,1,2020RS
ヤクルト,山崎,阪神,梅野,藤浪,2020/07/30,0,1,2020RS
阪神,近本,ヤクルト,西田,高橋,2020/07/30,0,1,2020RS
広島,野間,中日,木下,Rマルティネス,2020/07/30,0,1,2020RS
中日,大島,ヤクルト,井野,久保,2020/07/31,1,0,2020RS
ヤクルト,エスコバー,中日,木下,大野,2020/07/31,0,1,2020RS
ヤクルト,西浦,中日,木下,大野,2020/07/31,0,1,2020RS
ヤクルト,廣岡,中日,Aマルティネス,勝野,2020/08/01,1,0,2020RS
阪神,近本,横浜,戸柱,今永,2020/08/01,1,0,2020RS
阪神,近本,横浜,戸柱,パットン,2020/08/01,1,0,2020RS
ヤクルト,山崎,中日,木下,山中,2020/08/02,0,1,2020RS
阪神,植田,横浜,戸柱,平良,2020/08/02,1,0,2020RS
阪神,梅野,横浜,戸柱,平良,2020/08/02,1,0,2020RS
阪神,島田,横浜,戸柱,平良,2020/08/02,1,0,2020RS
阪神,ボーア,巨人,大城,菅野,2020/08/04,0,1,2020RS
巨人,増田大,阪神,梅野,馬場,2020/08/04,1,0,2020RS
横浜,神里,中日,Aマルティネス,福谷,2020/08/04,1,0,2020RS
ヤクルト,坂口,広島,坂倉,九里,2020/08/04,1,1,2020RS
ヤクルト,塩見,広島,坂倉,九里,2020/08/04,1,0,2020RS
ヤクルト,塩見,広島,坂倉,薮田,2020/08/04,1,0,2020RS
ヤクルト,村上,広島,坂倉,高橋,2020/08/04,0,1,2020RS
阪神,熊谷,巨人,炭谷,大竹,2020/08/05,1,0,2020RS
広島,鈴木誠,ヤクルト,西田,星,2020/08/05,0,1,2020RS
横浜,梶谷,中日,木下,ゴンザレス,2020/08/05,1,0,2020RS
横浜,大和,中日,木下,柳,2020/08/05,0,1,2020RS
阪神,近本,巨人,大城,メルセデス,2020/08/06,1,0,2020RS
阪神,木浪,巨人,大城,メルセデス,2020/08/06,1,0,2020RS
阪神,梅野,巨人,大城,メルセデス,2020/08/06,1,0,2020RS
ヤクルト,塩見,広島,會澤,島内,2020/08/06,1,0,2020RS
ヤクルト,村上,広島,會澤,DJジョンソン,2020/08/06,1,0,2020RS
広島,菊池涼,ヤクルト,西田,ジョンソン,2020/08/06,1,0,2020RS
中日,大島,横浜,戸柱,大貫,2020/08/06,0,1,2020RS
ヤクルト,山崎,横浜,戸柱,上茶谷,2020/08/07,0,1,2020RS
ヤクルト,山崎,横浜,戸柱,平田,2020/08/07,1,0,2020RS
阪神,近本,広島,坂倉,森下,2020/08/07,0,1,2020RS
中日,大島,巨人,炭谷,畠,2020/08/08,1,0,2020RS
中日,大島,巨人,炭谷,高梨,2020/08/08,1,0,2020RS
ヤクルト,エスコバー,横浜,戸柱,今永,2020/08/08,1,0,2020RS
横浜,神里,ヤクルト,西田,小川,2020/08/08,1,0,2020RS
横浜,大和,ヤクルト,西田,久保,2020/08/08,0,1,2020RS
阪神,糸井,広島,會澤,大瀬良,2020/08/08,0,1,2020RS
広島,堂林,阪神,梅野,秋山,2020/08/09,1,0,2020RS
横浜,梶谷,阪神,梅野,藤川,2020/08/10,1,0,2020RS
広島,田中広,中日,木下,小笠原,2020/08/10,1,0,2020RS
阪神,木浪,横浜,嶺井,井納,2020/08/11,1,0,2020RS
阪神,植田,横浜,嶺井,井納,2020/08/11,0,1,2020RS
広島,堂林,中日,郡司,野村,2020/08/11,1,0,2020RS
中日,京田,広島,磯村,福谷,2020/08/11,1,0,2020RS
巨人,丸,ヤクルト,西田,中尾,2020/08/12,1,0,2020RS
阪神,近本,横浜,戸柱,国吉,2020/08/12,0,1,2020RS
巨人,増田大,ヤクルト,西田,大下,2020/08/13,1,0,2020RS
巨人,ウィーラー,中日,木下,松葉,2020/08/14,0,1,2020RS
横浜,神里,ヤクルト,古賀,吉田,2020/08/14,1,0,2020RS
広島,西川,阪神,梅野,梅野,2020/08/14,1,0,2020RS
広島,田中広,阪神,梅野,梅野,2020/08/14,0,1,2020RS
巨人,丸,中日,郡司,ロドリゲス,2020/08/15,1,0,2020RS
中日,大島,巨人,大城,田口,2020/08/15,1,0,2020RS
中日,アルモンテ,巨人,大城,田中豊,2020/08/15,1,0,2020RS
広島,菊池涼,阪神,梅野,西,2020/08/15,1,0,2020RS
広島,羽月,阪神,梅野,西,2020/08/15,0,1,2020RS
中日,阿部,巨人,大城,ビエイラ,2020/08/16,1,0,2020RS
中日,高橋,巨人,炭谷,畠,2020/08/16,0,1,2020RS
ヤクルト,山田哲,横浜,戸柱,武藤,2020/08/16,1,0,2020RS
ヤクルト,宮本,横浜,戸柱,平良,2020/08/16,0,1,2020RS
阪神,サンズ,広島,坂倉,遠藤,2020/08/16,0,1,2020RS
ヤクルト,村上,中日,郡司,小笠原,2020/08/18,0,1,2020RS
中日,大島,ヤクルト,西田,高橋,2020/08/18,0,1,2020RS
巨人,増田大,阪神,梅野,望月,2020/08/19,1,0,2020RS
巨人,中島,阪神,梅野,ガルシア,2020/08/19,0,1,2020RS
阪神,梅野,巨人,大城,田中豊,2020/08/19,1,0,2020RS
阪神,上本,巨人,大城,大竹,2020/08/19,0,1,2020RS
ヤクルト,宮本,中日,郡司,福谷,2020/08/19,1,0,2020RS
広島,野間,横浜,戸柱,エスコバー,2020/08/19,1,0,2020RS
横浜,梶谷,広島,磯村,野村,2020/08/19,0,1,2020RS
ヤクルト,西浦,中日,木下,柳,2020/08/20,1,0,2020RS
ヤクルト,村上,中日,木下,木下雄,2020/08/20,1,0,2020RS
ヤクルト,上田,中日,木下,木下雄,2020/08/20,1,0,2020RS
横浜,梶谷,広島,石原,ジョンソン,2020/08/20,0,1,2020RS
中日,京田,横浜,戸柱,石田,2020/08/21,1,0,2020RS
ヤクルト,青木,阪神,梅野,西,2020/08/22,0,1,2020RS
広島,堂林,巨人,大城,直江,2020/08/23,0,1,2020RS
巨人,大城,広島,會澤,塹江,2020/08/23,1,0,2020RS
ヤクルト,山崎,阪神,梅野,秋山,2020/08/23,0,1,2020RS
中日,大島,横浜,嶺井,国吉,2020/08/23,1,0,2020RS
中日,大島,横浜,嶺井,伊勢,2020/08/23,0,1,2020RS
ヤクルト,雄平,巨人,大城,菅野,2020/08/25,1,0,2020RS
ヤクルト,山崎,巨人,岸田,田中豊,2020/08/25,1,0,2020RS
ヤクルト,坂口,巨人,大城,菅野,2020/08/25,0,1,2020RS
巨人,丸,ヤクルト,西田,長谷川,2020/08/25,1,0,2020RS
巨人,重信,ヤクルト,西田,中尾,2020/08/25,1,0,2020RS
巨人,吉川大,ヤクルト,西田,中尾,2020/08/25,1,0,2020RS
巨人,モタ,ヤクルト,西田,中尾,2020/08/25,1,0,2020RS
広島,松山,横浜,戸柱,上茶谷,2020/08/25,0,1,2020RS
阪神,近本,中日,郡司,小笠原,2020/08/25,1,0,2020RS
阪神,近本,中日,郡司,木下雄,2020/08/25,1,0,2020RS
阪神,小幡,中日,郡司,ゴンザレス,2020/08/25,1,0,2020RS
阪神,上本,中日,郡司,小笠原,2020/08/25,0,1,2020RS
阪神,陽川,中日,郡司,小笠原,2020/08/25,0,1,2020RS
巨人,増田大,ヤクルト,中村,長谷川,2020/08/26,1,0,2020RS
巨人,重信,ヤクルト,中村,風張,2020/08/26,1,0,2020RS
巨人,岡本,ヤクルト,中村,風張,2020/08/26,1,0,2020RS
巨人,松原,ヤクルト,中村,高橋,2020/08/26,0,1,2020RS
ヤクルト,中村,巨人,炭谷,高梨,2020/08/26,0,1,2020RS
横浜,梶谷,広島,會澤,野村,2020/08/26,1,0,2020RS
広島,堂林,横浜,高城,濱口,2020/08/26,1,0,2020RS
広島,野間,横浜,戸柱,パットン,2020/08/26,0,1,2020RS
横浜,細川,広島,石原,ジョンソン,2020/08/27,1,0,2020RS
巨人,松原,中日,郡司,松葉,2020/08/28,1,0,2020RS
横浜,神里,ヤクルト,中村,吉田,2020/08/28,1,0,2020RS
広島,堂林,阪神,梅野,馬場,2020/08/28,1,0,2020RS
ヤクルト,山田哲,横浜,戸柱,大貫,2020/08/29,1,1,2020RS
ヤクルト,エスコバー,横浜,戸柱,大貫,2020/08/29,0,1,2020RS
広島,曽根,阪神,梅野,岩貞,2020/08/29,1,0,2020RS
広島,羽月,阪神,梅野,藤浪,2020/08/29,0,1,2020RS
中日,大島,巨人,大城,大竹,2020/08/30,1,0,2020RS
ヤクルト,山田哲,横浜,嶺井,パットン,2020/08/30,1,0,2020RS
ヤクルト,村上,横浜,嶺井,伊勢,2020/08/30,0,1,2020RS
中日,大島,広島,會澤,九里,2020/09/01,1,0,2020RS
巨人,吉川大,横浜,戸柱,ピープルズ,2020/09/02,0,1,2020RS
中日,阿部,広島,會澤,野村,2020/09/02,0,1,2020RS
広島,ピレラ,中日,加藤,又吉,2020/09/02,0,1,2020RS
ヤクルト,廣岡,阪神,梅野,馬場,2020/09/02,1,0,2020RS
阪神,近本,ヤクルト,西田,星,2020/09/03,1,0,2020RS
阪神,陽川,ヤクルト,西田,マクガフ,2020/09/03,1,0,2020RS
阪神,江越,巨人,炭谷,戸郷,2020/09/04,1,0,2020RS
阪神,植田,巨人,大城,桜井,2020/09/04,1,0,2020RS
巨人,増田大,阪神,梅野,西勇,2020/09/04,1,0,2020RS
中日,堂上,ヤクルト,中村,高梨,2020/09/04,0,1,2020RS
中日,ビシエド,ヤクルト,中村,吉田大,2020/09/05,1,0,2020RS
阪神,近本,横浜,戸柱,三嶋,2020/09/08,1,0,2020RS
巨人,中島,中日,木下,大野,2020/09/08,0,1,2020RS
中日,大島,巨人,大城,田口,2020/09/09,0,1,2020RS
横浜,乙坂,阪神,梅野,小川,2020/09/09,1,0,2020RS
横浜,戸柱,阪神,梅野,能見,2020/09/09,0,1,2020RS
阪神,俊介,横浜,戸柱,上茶谷,2020/09/09,0,1,2020RS
広島,堂林,ヤクルト,中村,山中,2020/09/09,1,0,2020RS
広島,大盛,ヤクルト,西田,マクガフ,2020/09/09,0,1,2020RS
ヤクルト,塩見,広島,會澤,野村,2020/09/09,1,0,2020RS
ヤクルト,山崎,広島,會澤,野村,2020/09/09,1,0,2020RS
阪神,大山,横浜,戸柱,エスコバー,2020/09/10,1,0,2020RS
広島,曽根,ヤクルト,西田,近藤,2020/09/10,1,0,2020RS
ヤクルト,上田,広島,會澤,フランスア,2020/09/10,1,0,2020RS
中日,平田,巨人,炭谷,サンチェス,2020/09/10,0,1,2020RS
巨人,若林,中日,郡司,福谷,2020/09/10,0,1,2020RS
巨人,増田大,ヤクルト,井野,マクガフ,2020/09/11,1,0,2020RS
ヤクルト,塩見,巨人,大城,デラロサ,2020/09/11,1,0,2020RS
中日,阿部,横浜,戸柱,平田,2020/09/11,1,0,2020RS
阪神,近本,広島,坂倉,床田,2020/09/11,1,0,2020RS
阪神,糸原,広島,坂倉,中田,2020/09/11,0,1,2020RS
巨人,松原,ヤクルト,西田,吉田,2020/09/12,1,0,2020RS
巨人,吉川大,ヤクルト,西田,近藤,2020/09/12,1,0,2020RS
巨人,吉川尚,ヤクルト,西田,長谷川,2020/09/12,1,0,2020RS
ヤクルト,青木,巨人,大城,メルセデス,2020/09/13,1,0,2020RS
巨人,吉川尚,ヤクルト,西田,小川,2020/09/13,1,0,2020RS
阪神,サンズ,広島,坂倉,島内,2020/09/13,1,0,2020RS
広島,大盛,阪神,梅野,藤浪,2020/09/13,1,0,2020RS
広島,曽根,阪神,梅野,藤浪,2020/09/13,1,0,2020RS
広島,田中広,阪神,梅野,桑原,2020/09/13,1,0,2020RS
巨人,増田大,阪神,梅野,馬場,2020/09/15,1,0,2020RS
阪神,小幡,巨人,大城,高梨,2020/09/15,0,1,2020RS
ヤクルト,エスコバー,横浜,戸柱,坂本,2020/09/15,1,0,2020RS
横浜,梶谷,ヤクルト,西田,石川,2020/09/15,2,0,2020RS
横浜,梶谷,ヤクルト,西田,星,2020/09/15,0,1,2020RS
広島,大盛,中日,木下,藤嶋,2020/09/15,1,0,2020RS
巨人,松原,阪神,梅野,青柳,2020/09/16,1,0,2020RS
巨人,若林,阪神,梅野,小林,2020/09/16,0,1,2020RS
横浜,梶谷,ヤクルト,西田,歳内,2020/09/16,1,0,2020RS
阪神,大山,巨人,大城,サンチェス,2020/09/17,0,1,2020RS
阪神,坂本,巨人,大城,桜井,2020/09/17,0,1,2020RS
横浜,梶谷,ヤクルト,松本,高梨,2020/09/17,1,0,2020RS
阪神,近本,中日,木下,谷元,2020/09/18,1,0,2020RS
横浜,梶谷,巨人,大城,今村,2020/09/19,1,0,2020RS
巨人,増田大,横浜,戸柱,国吉,2020/09/19,1,0,2020RS
ヤクルト,西浦,広島,坂倉,森下,2020/09/19,0,1,2020RS
広島,田中広,ヤクルト,松本,石山,2020/09/19,1,0,2020RS
巨人,吉川尚,横浜,戸柱,大貫,2020/09/20,1,0,2020RS
巨人,松原,横浜,戸柱,山崎,2020/09/20,1,0,2020RS
巨人,坂本,横浜,戸柱,大貫,2020/09/20,0,1,2020RS
広島,鈴木誠,ヤクルト,西田,小川,2020/09/20,2,0,2020RS
横浜,梶谷,阪神,原口,岩田,2020/09/21,2,0,2020RS
ヤクルト,田代,中日,木下,勝野,2020/09/21,0,1,2020RS
巨人,松原,広島,坂倉,遠藤,2020/09/22,1,0,2020RS
巨人,増田大,広島,坂倉,塹江,2020/09/22,0,1,2020RS
中日,大島,ヤクルト,西田,斉内,2020/09/23,1,0,2020RS
中日,京田,ヤクルト,西田,梅野,2020/09/23,0,1,2020RS
阪神,荒木,横浜,戸柱,上茶谷,2020/09/23,0,1,2020RS
巨人,松原,中日,郡司,柳,2020/09/25,1,0,2020RS
ヤクルト,西浦,阪神,坂本,西勇,2020/09/25,1,0,2020RS
ヤクルト,エスコバー,阪神,坂本,西勇,2020/09/25,0,1,2020RS
阪神,荒木,ヤクルト,西田,高梨,2020/09/25,1,0,2020RS
阪神,大山,ヤクルト,西田,梅野,2020/09/25,0,1,2020RS
巨人,増田大,中日,木下,Rマルティネス,2020/09/26,0,1,2020RS
中日,大島,巨人,大城,大江,2020/09/26,0,1,2020RS
横浜,梶谷,広島,坂倉,森下,2020/09/26,0,1,2020RS
ヤクルト,田代,阪神,原口,齋藤,2020/09/26,1,0,2020RS
阪神,植田,ヤクルト,井野,清水,2020/09/26,1,0,2020RS
阪神,島田,ヤクルト,井野,清水,2020/09/26,1,0,2020RS
巨人,若林,中日,木下,谷元,2020/09/27,1,0,2020RS
巨人,丸,中日,木下,松葉,2020/09/27,0,1,2020RS
ヤクルト,エスコバー,阪神,坂本,エドワーズ,2020/09/27,1,0,2020RS
阪神,近本,ヤクルト,松本,吉田,2020/09/27,1,0,2020RS
広島,大盛,横浜,戸柱,京山,2020/09/28,1,0,2020RS
広島,堂林,横浜,戸柱,山崎,2020/09/28,1,0,2020RS
広島,坂倉,横浜,戸柱,京山,2020/09/28,0,1,2020RS
広島,大盛,横浜,戸柱,山崎,2020/09/28,0,1,2020RS
横浜,神里,ヤクルト,西田,小川,2020/09/29,1,0,2020RS
ヤクルト,山田哲,横浜,戸柱,坂本,2020/09/29,0,1,2020RS
阪神,植田,中日,木下,又吉,2020/09/29,1,0,2020RS
広島,堂林,巨人,大城,田中豊,2020/09/30,1,0,2020RS
広島,ピレラ,巨人,大城,田中豊,2020/09/30,1,0,2020RS
広島,田中広,巨人,大城,田口,2020/09/30,0,1,2020RS
ヤクルト,村上,横浜,戸柱,三上,2020/09/30,1,0,2020RS
中日,京田,阪神,原口,青柳,2020/09/30,1,0,2020RS
巨人,松原,広島,坂倉,スコット,2020/10/01,1,0,2020RS
ヤクルト,坂口,横浜,戸柱,武藤,2020/10/01,1,0,2020RS
ヤクルト,村上,横浜,戸柱,砂田,2020/10/01,1,0,2020RS
ヤクルト,山崎,横浜,戸柱,パットン,2020/10/01,0,1,2020RS
阪神,近本,中日,木下,ロドリゲス,2020/10/01,1,0,2020RS
阪神,北條,中日,木下,ロドリゲス,2020/10/01,1,0,2020RS
阪神,植田,中日,木下,谷元,2020/10/01,0,1,2020RS
中日,大島,阪神,梅野,岩田,2020/10/01,1,0,2020RS
阪神,近本,巨人,大城,今村,2020/10/02,1,0,2020RS
広島,大盛,ヤクルト,西田,高梨,2020/10/02,2,0,2020RS
広島,堂林,ヤクルト,井野,梅野,2020/10/02,1,0,2020RS
阪神,サンズ,巨人,大城,畠,2020/10/03,1,0,2020RS
巨人,丸,阪神,梅野,ガンケル,2020/10/03,1,0,2020RS
巨人,増田大,阪神,梅野,望月,2020/10/03,1,0,2020RS
広島,曽根,ヤクルト,井野,星,2020/10/03,1,0,2020RS
広島,堂林,ヤクルト,井野,星,2020/10/03,1,0,2020RS
ヤクルト,エスコバー,広島,坂倉,森下,2020/10/03,0,1,2020RS
