o_team,runner,d_team,catcher,pitcher,day_of_game,stolen_bases,caught_stealing,series
広島,メヒア,横浜,伊藤光,今永,2020/06/19,1,0,2020RS
広島,鈴木誠,横浜,伊藤光,パットン,2020/06/19,0,1,2020RS
阪神,近本,巨人,炭谷,ビエイラ,2020/06/20,1,0,2020RS
阪神,糸原,巨人,大城,藤岡,2020/06/20,1,0,2020RS
巨人,湯浅,阪神,原口,小川,2020/06/20,1,0,2020RS
巨人,重信,阪神,原口,岩貞,2020/06/20,0,1,2020RS
ヤクルト,エスコバー,中日,木下,吉見,2020/06/20,1,0,2020RS
ヤクルト,山田哲,中日,木下,橋本,2020/06/20,1,0,2020RS
ヤクルト,坂口,中日,木下,橋本,2020/06/20,0,1,2020RS
阪神,近本,巨人,小林,サンチェス,2020/06/21,0,1,2020RS
巨人,坂本,阪神,坂本,ガルシア,2020/06/21,1,0,2020RS
ヤクルト,坂口,中日,木下,梅津,2020/06/21,0,1,2020RS
中日,高橋,ヤクルト,古賀,寺島,2020/06/21,1,0,2020RS
中日,大島,ヤクルト,嶋,山田,2020/06/21,0,1,2020RS
巨人,坂本,広島,會澤,ジョンソン,2020/06/23,1,0,2020RS
巨人,パーラ,広島,會澤,ジョンソン,2020/06/23,0,1,2020RS
阪神,近本,ヤクルト,井野,長谷川,2020/06/23,1,0,2020RS
広島,堂林,巨人,大城,メルセデス,2020/06/24,1,0,2020RS
ヤクルト,山崎,阪神,原口,ガンケル,2020/06/24,1,0,2020RS
ヤクルト,山田哲,阪神,原口,守屋,2020/06/24,1,0,2020RS
ヤクルト,上田,阪神,原口,谷川,2020/06/24,1,0,2020RS
巨人,増田大,広島,會澤,フランスア,2020/06/25,1,0,2020RS
巨人,田中俊,広島,會澤,スコット,2020/06/25,1,0,2020RS
ヤクルト,村上,阪神,梅野,秋山,2020/06/25,0,1,2020RS
阪神,糸井,横浜,伊藤光,ピープルズ,2020/06/27,1,0,2020RS
阪神,ボーア,横浜,伊藤光,ピープルズ,2020/06/27,1,0,2020RS
阪神,上本,横浜,嶺井,石田,2020/06/27,1,0,2020RS
阪神,植田,横浜,嶺井,山崎,2020/06/27,1,0,2020RS
巨人,増田大,ヤクルト,嶋,寺島,2020/06/28,1,0,2020RS
巨人,陽,ヤクルト,嶋,寺島,2020/06/28,1,0,2020RS
ヤクルト,山田哲,巨人,炭谷,サンチェス,2020/06/28,1,0,2020RS
広島,西川,中日,木下,梅津,2020/06/28,1,0,2020RS
阪神,近本,横浜,戸柱,平良,2020/06/28,1,0,2020RS
横浜,梶谷,阪神,梅野,中田,2020/06/28,0,1,2020RS
横浜,梶谷,阪神,梅野,能見,2020/06/28,0,1,2020RS
巨人,丸,横浜,戸柱,国吉,2020/06/30,1,0,2020RS
横浜,梶谷,巨人,炭谷,戸郷,2020/06/30,0,1,2020RS
阪神,江越,中日,木下,柳,2020/06/30,1,0,2020RS
巨人,増田大,横浜,伊藤光,櫻井,2020/07/01,1,0,2020RS
巨人,増田大,横浜,嶺井,パットン,2020/07/02,1,0,2020RS
巨人,丸,横浜,嶺井,国吉,2020/07/02,0,1,2020RS
巨人,若林,横浜,嶺井,エスコバー,2020/07/02,0,1,2020RS
横浜,梶谷,巨人,炭谷,櫻井,2020/07/02,1,0,2020RS
ヤクルト,山崎,広島,會澤,九里,2020/07/02,1,0,2020RS
ヤクルト,山崎,広島,會澤,フランスア,2020/07/02,0,1,2020RS
広島,安部,ヤクルト,西田,星,2020/07/02,0,1,2020RS
阪神,上本,中日,加藤,岡野,2020/07/02,1,0,2020RS
阪神,糸井,中日,加藤,岡野,2020/07/02,1,0,2020RS
ヤクルト,渡邉,横浜,嶺井,三嶋,2020/07/03,0,1,2020RS
巨人,重信,中日,加藤,吉見,2020/07/04,1,0,2020RS
巨人,吉川尚,中日,Aマルティネス,ゴンザレス,2020/07/04,0,1,2020RS
阪神,近本,広島,會澤,大瀬良,2020/07/04,0,1,2020RS
阪神,近本,広島,會澤,今村,2020/07/04,1,0,2020RS
ヤクルト,山田哲,横浜,戸柱,国吉,2020/07/04,1,0,2020RS
ヤクルト,村上,横浜,戸柱,国吉,2020/07/04,1,0,2020RS
横浜,梶谷,ヤクルト,西田,小川,2020/07/04,1,0,2020RS
