wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
W,今井 達也,7,116,24,2,0,11,1,0,0,0,0,古賀,2024/03/29,楽天,1,2024RS
H,甲斐野 央,1,19,5,1,0,2,1,0,0,0,0,古賀,2024/03/29,楽天,0,2024RS
S,アブレイユ,1,12,4,1,0,0,0,0,0,0,0,古賀,2024/03/29,楽天,0,2024RS
W,隅田 知一郎,5.2,96,27,6,0,6,3,0,0,2,2,古賀,2024/03/30,楽天,1,2024RS
H,佐藤 隼輔,0.1,4,1,0,0,0,0,0,0,0,0,古賀,2024/03/30,楽天,0,2024RS
H,本田 圭佑,1,11,3,1,0,1,0,0,0,0,0,古賀,2024/03/30,楽天,0,2024RS
,甲斐野 央,1,9,3,1,0,1,0,0,0,0,0,古賀,2024/03/30,楽天,0,2024RS
,豆田 泰志,1,20,4,0,0,1,1,0,0,0,0,古賀,2024/03/30,楽天,0,2024RS
,松本 航,5,92,24,5,0,1,3,0,0,3,3,炭谷,2024/03/31,楽天,1,2024RS
H,増田 達至,1,10,4,1,0,0,0,0,0,0,0,炭谷,2024/03/31,楽天,0,2024RS
H,佐藤 隼輔,1,10,3,0,0,0,0,0,0,0,0,古賀,2024/03/31,楽天,0,2024RS
H,本田 圭佑,1,9,3,0,0,1,0,0,0,0,0,古賀,2024/03/31,楽天,0,2024RS
H,アブレイユ,1,15,6,2,0,0,1,0,0,0,0,古賀,2024/03/31,楽天,0,2024RS
H,水上 由伸,1,15,3,0,0,2,0,0,0,0,0,古賀,2024/03/31,楽天,0,2024RS
L,糸川 亮太,0.2,14,4,1,0,0,1,0,0,1,1,古賀,2024/03/31,楽天,0,2024RS
W,平良 海馬,5.2,120,26,5,0,3,5,0,0,0,0,古賀,2024/04/02,オリックス,1,2024RS
H,水上 由伸,0.1,1,0,0,0,0,0,0,0,0,0,古賀,2024/04/02,オリックス,0,2024RS
H,本田 圭佑,1,22,6,3,0,1,0,0,0,1,1,古賀,2024/04/02,オリックス,0,2024RS
H,甲斐野 央,1,16,4,0,0,0,1,0,0,0,0,古賀,2024/04/02,オリックス,0,2024RS
S,アブレイユ,1,8,3,0,0,1,0,0,0,0,0,古賀,2024/04/02,オリックス,0,2024RS
W,武内 夏暉,7,85,24,1,0,7,2,0,0,0,0,炭谷,2024/04/03,オリックス,1,2024RS
H,甲斐野 央,1,19,4,1,0,1,0,0,0,0,0,炭谷,2024/04/03,オリックス,0,2024RS
S,アブレイユ,1,10,3,0,0,0,0,0,0,0,0,炭谷,2024/04/03,オリックス,0,2024RS
L,ボー・タカハシ,5.1,87,21,3,0,2,2,0,0,2,1,古賀,2024/04/04,オリックス,1,2024RS
,水上 由伸,0.2,16,3,1,0,0,0,0,0,0,0,古賀,2024/04/04,オリックス,0,2024RS
,豆田 泰志,1,17,4,0,0,0,1,0,0,0,0,古賀,2024/04/04,オリックス,0,2024RS
,佐藤 隼輔,1,10,3,0,0,2,0,0,0,0,0,古賀,2024/04/04,オリックス,0,2024RS
,増田 達至,1,8,3,0,0,0,0,0,0,0,0,古賀,2024/04/04,オリックス,0,2024RS
,今井 達也,7,113,30,10,0,4,0,1,0,2,1,古賀,2024/04/05,日本ハム,1,2024RS
H,甲斐野 央,1,11,3,0,0,1,0,0,0,0,0,古賀,2024/04/05,日本ハム,0,2024RS
H,アブレイユ,1,14,4,1,0,2,0,0,0,0,0,古賀,2024/04/05,日本ハム,0,2024RS
H,本田 圭佑,1,17,4,0,0,0,1,0,0,0,0,古賀,2024/04/05,日本ハム,0,2024RS
H,佐藤 隼輔,1,14,3,1,0,2,0,0,0,0,0,古賀,2024/04/05,日本ハム,0,2024RS
L,豆田 泰志,0.2,16,5,2,0,0,1,0,0,1,1,古賀,2024/04/05,日本ハム,0,2024RS
W,隅田 知一郎,7,98,26,4,0,5,1,0,0,0,0,古賀,2024/04/06,日本ハム,1,2024RS
,本田 圭佑,1,10,3,1,0,0,0,0,0,0,0,古賀,2024/04/06,日本ハム,0,2024RS
