wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
W,有原 航平,6.2,104,27,7,0,4,1,1,0,1,1,甲斐,2024/03/29,オリックス,1,2024RS
H,松本 裕樹,0.1,5,1,0,0,1,0,0,0,0,0,甲斐,2024/03/29,オリックス,0,2024RS
H,藤井 皓哉,1,16,4,0,0,1,1,0,0,0,0,甲斐,2024/03/29,オリックス,0,2024RS
S,オスナ,1,7,3,0,0,0,0,0,0,0,0,甲斐,2024/03/29,オリックス,0,2024RS
L,モイネロ,8,90,28,3,1,4,1,0,0,2,2,甲斐,2024/03/30,オリックス,1,2024RS
,スチュワート・ジュニア,5,75,17,1,0,3,3,0,0,1,1,海野,2024/03/31,オリックス,1,2024RS
W,津森 宥紀,1,10,3,0,0,0,0,0,0,0,0,海野,2024/03/31,オリックス,0,2024RS
H,松本 裕樹,1,19,4,1,0,0,0,0,0,0,0,甲斐,2024/03/31,オリックス,0,2024RS
H,藤井 皓哉,1,35,6,1,0,2,2,0,0,1,1,甲斐,2024/03/31,オリックス,0,2024RS
S,オスナ,1,7,3,1,0,1,0,0,0,0,0,甲斐,2024/03/31,オリックス,0,2024RS
W,大関 友久,7,96,25,3,0,6,0,0,0,0,0,甲斐,2024/04/02,ロッテ,1,2024RS
H,松本 裕樹,1,10,3,0,0,0,0,0,0,0,0,甲斐,2024/04/02,ロッテ,0,2024RS
S,オスナ,1,10,3,0,0,0,0,0,0,0,0,甲斐,2024/04/02,ロッテ,0,2024RS
,東浜 巨,7,86,26,4,1,4,1,0,0,1,1,甲斐,2024/04/03,ロッテ,1,2024RS
H,藤井 皓哉,1,29,5,0,0,2,2,0,0,0,0,甲斐,2024/04/03,ロッテ,0,2024RS
,オスナ,1,19,7,3,0,0,1,0,0,1,1,甲斐,2024/04/03,ロッテ,0,2024RS
H,松本 裕樹,1,9,3,0,0,2,0,0,0,0,0,甲斐,2024/04/03,ロッテ,0,2024RS
H,津森 宥紀,1,14,3,0,0,1,0,0,0,0,0,甲斐,2024/04/03,ロッテ,0,2024RS
L,又吉 克樹,1,25,6,2,0,1,1,0,0,2,2,甲斐,2024/04/03,ロッテ,0,2024RS
W,大津 亮介,6,108,25,8,1,5,0,0,0,1,1,海野,2024/04/04,ロッテ,1,2024RS
