wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
,上沢 直之,5,90,23,6,2,5,0,1,0,4,2,海野,2026/03/27,日本ハム,1,2026RS
H,木村 光,1,9,3,0,0,0,0,0,0,0,0,海野,2026/03/27,日本ハム,0,2026RS
,ヘルナンデス,1,17,5,2,1,2,0,0,0,1,1,海野,2026/03/27,日本ハム,0,2026RS
W,松本 裕樹,1,15,4,1,0,0,0,0,0,0,0,海野,2026/03/27,日本ハム,0,2026RS
S,杉山 一樹,1,17,4,0,0,1,0,0,0,0,0,海野,2026/03/27,日本ハム,0,2026RS
W,松本 晴,6,91,26,6,2,8,1,2,0,2,2,海野,2026/03/28,日本ハム,1,2026RS
H,木村 光,1,4,3,0,0,0,0,0,0,0,0,海野,2026/03/28,日本ハム,0,2026RS
H,ヘルナンデス,1,22,6,2,0,0,1,0,0,0,0,海野,2026/03/28,日本ハム,0,2026RS
,杉山 一樹,1,20,7,4,0,1,0,0,0,2,2,海野,2026/03/28,日本ハム,0,2026RS
W,スチュワート・ジュニア,5,92,23,5,2,6,2,1,0,3,3,谷川原,2026/03/29,日本ハム,1,2026RS
H,上茶谷 大河,3,45,11,2,1,4,0,0,0,1,1,谷川原,2026/03/29,日本ハム,0,2026RS
,松本 裕樹,1,10,3,0,0,2,0,0,0,0,0,海野,2026/03/29,日本ハム,0,2026RS
W,大関 友久,6,103,26,6,0,4,3,0,0,1,1,海野,2026/03/31,楽天,1,2026RS
H,ヘルナンデス,1,23,5,1,0,2,0,1,0,0,0,海野,2026/03/31,楽天,0,2026RS
H,松本 裕樹,1,18,6,3,0,1,0,0,0,1,1,海野,2026/03/31,楽天,0,2026RS
S,杉山 一樹,1,20,4,0,0,3,1,0,0,0,0,海野,2026/03/31,楽天,0,2026RS
W,徐 若熙,6,86,20,3,0,6,2,0,0,0,0,海野,2026/04/01,楽天,1,2026RS
,木村 光,1,10,3,0,0,1,0,0,0,0,0,海野,2026/04/01,楽天,0,2026RS
,伊藤 優輔,1,20,5,0,0,2,1,1,0,0,0,海野,2026/04/01,楽天,0,2026RS
,稲川 竜汰,0.2,20,4,0,0,0,2,0,0,1,1,海野,2026/04/01,楽天,0,2026RS
,上茶谷 大河,0.1,2,1,0,0,0,0,0,0,0,0,海野,2026/04/01,楽天,0,2026RS
,大津 亮介,7,91,29,9,2,1,0,1,0,3,3,海野,2026/04/02,楽天,1,2026RS
L,松本 裕樹,0.2,19,5,2,0,0,1,0,0,2,2,海野,2026/04/02,楽天,0,2026RS
,大野 稼頭央,0.1,4,1,0,0,0,0,0,0,0,0,海野,2026/04/02,楽天,0,2026RS
,上沢 直之,8,117,32,5,0,9,2,0,0,0,0,海野,2026/04/03,ロッテ,1,2026RS
L,杉山 一樹,0.2,20,6,3,0,1,1,0,0,3,3,海野,2026/04/03,ロッテ,0,2026RS
W,松本 晴,7,107,28,5,0,6,3,0,0,1,1,海野,2026/04/04,ロッテ,1,2026RS
,木村 光,1,25,6,1,0,2,2,0,0,0,0,海野,2026/04/04,ロッテ,0,2026RS
,ヘルナンデス,0.2,32,5,0,0,2,3,0,0,1,0,海野,2026/04/04,ロッテ,0,2026RS
S,杉山 一樹,0.1,2,1,0,0,0,0,0,0,0,0,海野,2026/04/04,ロッテ,0,2026RS
W,スチュワート・ジュニア,6,95,24,4,0,5,1,1,0,2,2,谷川原,2026/04/05,ロッテ,1,2026RS
H,上茶谷 大河,2,33,8,2,1,1,1,0,0,1,1,谷川原,2026/04/05,ロッテ,0,2026RS
S,松本 裕樹,1,13,4,2,0,1,0,0,0,0,0,谷川原,2026/04/05,ロッテ,0,2026RS
L,大関 友久,4.1,70,22,9,2,2,0,0,0,6,5,海野,2026/04/07,西武,1,2026RS
,尾形 崇斗,1.2,18,5,0,0,2,0,0,0,0,0,海野,2026/04/07,西武,0,2026RS
,伊藤 優輔,1,12,3,0,0,0,0,0,0,0,0,海野,2026/04/07,西武,0,2026RS
,大野 稼頭央,1,22,7,2,0,1,1,0,0,2,0,谷川原,2026/04/07,西武,0,2026RS
,鈴木 豪太,1,11,3,0,0,1,1,0,0,0,0,谷川原,2026/04/07,西武,0,2026RS
L,徐 若熙,7,90,29,6,1,5,2,0,0,1,1,海野,2026/04/08,西武,1,2026RS
,ヘルナンデス,1,11,4,1,1,1,0,0,0,1,1,海野,2026/04/08,西武,0,2026RS
,木村 光,1,13,4,1,0,0,0,0,0,0,0,谷川原,2026/04/08,西武,0,2026RS
W,大津 亮介,7,90,21,1,0,4,1,1,0,0,0,海野,2026/04/09,西武,1,2026RS
H,松本 裕樹,1,21,5,0,0,2,2,0,0,0,0,海野,2026/04/09,西武,0,2026RS
S,杉山 一樹,1,11,3,0,0,2,0,0,0,0,0,海野,2026/04/09,西武,0,2026RS
W,上沢 直之,7,116,30,7,1,6,2,0,0,2,2,海野,2026/04/11,日本ハム,1,2026RS
,松本 裕樹,1,10,3,0,0,0,0,0,0,0,0,海野,2026/04/11,日本ハム,0,2026RS
,杉山 一樹,1,27,6,2,0,0,1,0,0,1,1,海野,2026/04/11,日本ハム,0,2026RS
,松本 晴,2.2,66,17,8,0,3,1,1,0,5,5,海野,2026/04/12,日本ハム,1,2026RS
,伊藤 優輔,0.1,7,2,1,0,0,0,0,0,0,0,海野,2026/04/12,日本ハム,0,2026RS
W,上茶谷 大河,3,53,11,0,0,2,2,0,0,0,0,海野,2026/04/12,日本ハム,0,2026RS
H,木村 光,1,15,5,0,0,0,1,1,0,0,0,海野,2026/04/12,日本ハム,0,2026RS
,ヘルナンデス,1,20,5,0,0,2,2,0,0,0,0,海野,2026/04/12,日本ハム,0,2026RS
,尾形 崇斗,1,21,6,2,1,2,0,1,0,2,2,海野,2026/04/12,日本ハム,0,2026RS
L,スチュワート・ジュニア,4.2,90,25,5,0,4,6,0,0,3,2,谷川原,2026/04/14,楽天,1,2026RS
,尾形 崇斗,1.1,15,4,0,0,2,0,0,0,0,0,谷川原,2026/04/14,楽天,0,2026RS
,オスナ,1,11,3,0,0,1,0,0,0,0,0,谷川原,2026/04/14,楽天,0,2026RS
,木村 光,1,16,3,0,0,2,0,0,0,0,0,谷川原,2026/04/14,楽天,0,2026RS
,伊藤 優輔,1,21,5,2,0,0,1,0,0,0,0,谷川原,2026/04/14,楽天,0,2026RS
