wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
,東 克樹,7,100,32,10,0,8,1,0,0,3,3,山本,2024/03/29,baystars,1,2024RS
W,ウェンデルケン,1,14,3,0,0,3,0,0,0,0,0,山本,2024/03/29,baystars,0,2024RS
S,森原 康平,1,10,3,0,0,0,0,0,0,0,0,山本,2024/03/29,baystars,0,2024RS
W,平良 拳太郎,8.2,105,30,4,0,6,1,0,0,1,1,山本,2024/03/30,baystars,1,2024RS
,徳山 壮磨,0.1,4,1,0,0,1,0,0,0,0,0,山本,2024/03/30,baystars,0,2024RS
L,大貫 晋一,6,69,22,4,1,5,1,1,0,2,2,伊藤,2024/03/31,広島,1,2024RS
,ウィック,1,15,5,1,0,0,1,0,0,0,0,伊藤,2024/03/31,広島,0,2024RS
,上茶谷 大河,0.1,17,5,3,0,1,1,0,0,3,0,伊藤,2024/03/31,広島,0,2024RS
,石川 達也,1.2,21,6,1,0,0,0,0,0,0,0,伊藤,2024/03/31,広島,0,2024RS
W,ジャクソン,6,87,23,4,0,5,3,0,0,1,1,山本,2024/04/02,阪神,1,2024RS
,伊勢 大夢,1,13,4,1,1,1,0,0,0,1,1,山本,2024/04/02,阪神,0,2024RS
H,ウェンデルケン,1,21,4,1,0,1,0,0,0,1,1,山本,2024/04/02,阪神,0,2024RS
S,山崎 康晃,1,19,5,2,0,0,0,0,0,0,0,山本,2024/04/02,阪神,0,2024RS
L,濱口 遥大,5.1,95,21,5,1,7,1,0,0,3,3,山本,2024/04/03,阪神,1,2024RS
,徳山 壮磨,1.2,15,6,0,0,0,1,0,0,0,0,山本,2024/04/03,阪神,0,2024RS
,ウィック,0.1,18,5,3,1,0,1,0,0,2,2,山本,2024/04/03,阪神,0,2024RS
,松本 凌人,0.2,6,2,0,0,1,0,0,0,0,0,山本,2024/04/03,阪神,0,2024RS
,中川 颯,4.1,68,20,4,0,1,2,1,0,2,2,松尾,2024/04/04,阪神,1,2024RS
W,上茶谷 大河,0.2,7,2,0,0,0,0,0,0,0,0,松尾,2024/04/04,阪神,0,2024RS
H,伊勢 大夢,1,11,3,0,0,1,0,0,0,0,0,伊藤,2024/04/04,阪神,0,2024RS
H,ウェンデルケン,1,23,4,1,0,1,1,0,0,0,0,伊藤,2024/04/04,阪神,0,2024RS
H,森原 康平,1,21,5,1,0,1,1,0,0,0,0,伊藤,2024/04/04,阪神,0,2024RS
S,山崎 康晃,1,10,3,0,0,0,0,0,0,0,0,伊藤,2024/04/04,阪神,0,2024RS
W,東 克樹,7,94,25,5,0,4,1,0,0,1,1,山本,2024/04/05,巨人,1,2024RS
H,伊勢 大夢,1,9,3,0,0,1,0,0,0,0,0,山本,2024/04/05,巨人,0,2024RS
S,山崎 康晃,1,14,4,1,0,0,1,0,0,0,0,山本,2024/04/05,巨人,0,2024RS
,ケイ,4,74,20,5,0,3,2,0,0,3,3,山本,2024/04/06,巨人,1,2024RS
W,上茶谷 大河,3,34,10,0,0,3,1,0,0,0,0,山本,2024/04/06,巨人,0,2024RS
H,ウェンデルケン,1,13,4,1,0,0,0,0,0,0,0,山本,2024/04/06,巨人,0,2024RS
S,森原 康平,1,18,6,3,0,0,0,0,0,1,1,山本,2024/04/06,巨人,0,2024RS
L,大貫 晋一,5,80,21,4,0,3,1,0,0,3,0,伊藤,2024/04/07,巨人,1,2024RS
,松本 凌人,2,28,8,0,0,0,2,0,0,0,0,伊藤,2024/04/07,巨人,0,2024RS
,石川 達也,1,15,4,1,0,0,1,0,0,0,0,伊藤,2024/04/07,巨人,0,2024RS
L,ジャクソン,5,94,22,4,0,3,4,0,0,3,3,山本,2024/04/09,中日,1,2024RS
,徳山 壮磨,2,24,7,1,0,1,0,0,0,0,0,山本,2024/04/09,中日,0,2024RS
,松本 凌人,1,12,3,0,0,1,0,0,0,0,0,山本,2024/04/09,中日,0,2024RS
,石川 達也,1,14,3,0,0,1,0,0,0,0,0,山本,2024/04/09,中日,0,2024RS
L,小園 健太,2.2,76,18,7,0,3,3,0,0,5,5,松尾,2024/04/10,中日,1,2024RS
