wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
,柳 裕也,5.0,79,23,8,0,4,0,0,0,2,1,木下,2024/03/29,ヤクルト,1,2024RS
,勝野 昌慶,1,10,4,1,0,0,0,0,0,0,0,木下,2024/03/29,ヤクルト,0,2024RS
H,清水 達也,1,11,3,0,0,1,0,0,0,0,0,木下,2024/03/29,ヤクルト,0,2024RS
L,松山 晋也,0.0,16,4,2,0,0,2,0,0,4,4,木下,2024/03/29,ヤクルト,0,2024RS
,梅野 雄吾,1,8,5,1,0,0,1,0,0,1,1,木下,2024/03/29,ヤクルト,0,2024RS
,涌井 秀章,6.0,90,21,5,0,3,0,0,0,0,0,木下,2024/03/30,ヤクルト,1,2024RS
H,齋藤 綱記,0.1,1,1,0,0,0,0,0,0,0,0,木下,2024/03/30,ヤクルト,0,2024RS
H,清水 達也,0.2,12,3,1,0,1,0,0,0,0,0,木下,2024/03/30,ヤクルト,0,2024RS
,松山 晋也,0.2,27,5,2,0,0,1,0,0,1,1,木下,2024/03/30,ヤクルト,0,2024RS
H,勝野 昌慶,1.1,26,6,1,0,1,1,0,0,0,0,木下,2024/03/30,ヤクルト,0,2024RS
H,祖父江 大輔,1,21,5,1,0,2,1,0,0,0,0,木下,2024/03/30,ヤクルト,0,2024RS
H,橋本 侑樹,1,22,5,1,0,1,1,0,0,0,0,木下,2024/03/30,ヤクルト,0,2024RS
,マルティネス,1,20,4,1,0,2,0,0,0,0,0,木下,2024/03/30,ヤクルト,0,2024RS
L,メヒア,5,92,22,6,1,6,1,0,0,4,4,宇佐見,2024/03/31,ヤクルト,1,2024RS
,祖父江 大輔,1,15,3,0,0,1,0,0,0,0,0,宇佐見,2024/03/31,ヤクルト,0,2024RS
,橋本 侑樹,1,24,6,2,0,1,1,0,0,1,1,宇佐見,2024/03/31,ヤクルト,0,2024RS
,梅野 雄吾,1,14,3,0,0,1,0,0,0,0,0,宇佐見,2024/03/31,ヤクルト,0,2024RS
,小笠原 慎之介,7,113,29,8,0,4,0,0,0,3,3,木下,2024/04/02,巨人,1,2024RS
H,勝野 昌慶,1,16,4,1,0,1,0,0,0,0,0,加藤匠,2024/04/02,巨人,0,2024RS
H,マルティネス,1,12,3,0,0,0,0,0,0,0,0,加藤匠,2024/04/02,巨人,0,2024RS
H,齋藤 綱記,1,15,4,1,0,2,0,0,0,0,0,加藤匠,2024/04/02,巨人,0,2024RS
W,清水 達也,1,12,4,1,0,2,0,0,0,0,0,加藤匠,2024/04/02,巨人,0,2024RS
