wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
L,宮城 大弥,6.1,102,26,6,1,9,1,0,0,3,3,森,2024/03/29,ソフトバンク,1,2024RS
,吉田 輝星,0.2,6,2,0,0,1,0,0,0,0,0,森,2024/03/29,ソフトバンク,0,2024RS
,山崎 颯一郎,1,24,5,1,0,1,1,0,0,0,0,森,2024/03/29,ソフトバンク,0,2024RS
,山田 修義,1,15,3,0,0,0,0,0,0,0,0,森,2024/03/29,ソフトバンク,0,2024RS
W,エスピノーザ,6,82,22,2,0,3,4,0,0,0,0,森,2024/03/30,ソフトバンク,1,2024RS
H,小木田 敦也,1,9,3,1,0,0,0,0,0,0,0,森,2024/03/30,ソフトバンク,0,2024RS
H,マチャド,1,16,4,1,0,3,0,0,0,0,0,森,2024/03/30,ソフトバンク,0,2024RS
S,平野 佳寿,1,22,5,2,0,2,0,0,0,0,0,森,2024/03/30,ソフトバンク,0,2024RS
,田嶋 大樹,5,75,18,2,1,3,2,0,0,1,1,森,2024/03/31,ソフトバンク,1,2024RS
H,吉田 輝星,1,12,3,0,0,0,0,0,0,0,0,森,2024/03/31,ソフトバンク,0,2024RS
L,小木田 敦也,1,17,5,3,0,0,0,0,0,2,2,森,2024/03/31,ソフトバンク,0,2024RS
,山田 修義,1,15,4,1,0,0,1,0,0,1,1,森,2024/03/31,ソフトバンク,0,2024RS
,高島 泰都,1,14,4,1,0,1,0,0,0,1,1,森,2024/03/31,ソフトバンク,0,2024RS
L,カスティーヨ,5.2,106,26,8,0,5,2,0,0,2,2,若月,2024/04/02,西武,1,2024RS
,山田 修義,0.1,10,2,0,0,0,1,0,0,0,0,若月,2024/04/02,西武,0,2024RS
,山田 修義,0.1,4,1,0,0,1,0,0,0,0,0,森,2024/04/02,西武,0,2024RS
,山崎 颯一郎,0.2,4,2,0,0,0,0,0,0,0,0,森,2024/04/02,西武,0,2024RS
,小木田 敦也,1,14,4,1,0,1,0,0,0,0,0,森,2024/04/02,西武,0,2024RS
L,山下 舜平大,5.0,99,24,2,0,5,7,1,0,2,2,森,2024/04/03,西武,1,2024RS
,井口 和朋,1,4,2,0,0,0,0,0,0,0,0,森,2024/04/03,西武,0,2024RS
,高島 泰都,2,37,10,3,0,2,0,1,0,1,1,森,2024/04/03,西武,0,2024RS
W,東 晃平,7,95,23,3,1,3,0,0,0,1,1,若月,2024/04/04,西武,1,2024RS
H,マチャド,1,14,4,2,0,0,0,0,0,0,0,若月,2024/04/04,西武,0,2024RS
S,平野 佳寿,1,17,5,1,0,1,1,0,0,0,0,若月,2024/04/04,西武,0,2024RS
L,宮城 大弥,7,106,28,6,0,5,1,0,0,1,1,森,2024/04/05,ロッテ,1,2024RS
,山崎 颯一郎,1,9,4,2,0,0,0,0,0,0,0,森,2024/04/05,ロッテ,0,2024RS
W,エスピノーザ,7,101,27,5,0,6,1,0,0,1,1,森,2024/04/06,ロッテ,1,2024RS
,吉田 輝星,1,9,3,0,0,2,0,0,0,0,0,森,2024/04/06,ロッテ,0,2024RS
,古田島 成龍,1,21,4,0,0,2,1,0,0,0,0,若月,2024/04/06,ロッテ,0,2024RS
L,曽谷 龍平,3.0,71,17,6,0,4,2,0,0,4,4,若月,2024/04/07,ロッテ,1,2024RS
,井口 和朋,3,46,12,3,0,0,1,0,0,1,1,若月,2024/04/07,ロッテ,0,2024RS
,古田島 成龍,1,9,4,1,0,0,0,0,0,0,0,若月,2024/04/07,ロッテ,0,2024RS
,山田 修義,1,25,5,1,0,0,1,0,0,0,0,若月,2024/04/07,ロッテ,0,2024RS
W,田嶋 大樹,5,93,21,6,0,4,2,0,0,2,2,若月,2024/04/09,楽天,1,2024RS
H,吉田 輝星,1,26,5,1,0,0,1,0,0,1,1,若月,2024/04/09,楽天,0,2024RS
H,小木田 敦也,1,12,3,0,0,1,0,0,0,0,0,若月,2024/04/09,楽天,0,2024RS
H,マチャド,1,21,6,2,0,2,1,0,0,1,1,若月,2024/04/09,楽天,0,2024RS
S,平野 佳寿,1,30,4,1,0,1,0,0,0,0,0,若月,2024/04/09,楽天,0,2024RS
,高島 泰都,4.2,63,21,5,0,3,2,0,0,4,4,若月,2024/04/10,楽天,1,2024RS
,阿部 翔太,1.1,28,6,1,0,2,1,0,0,0,0,若月,2024/04/10,楽天,0,2024RS
,古田島 成龍,2,35,7,0,0,3,1,0,0,0,0,若月,2024/04/10,楽天,0,2024RS
H,マチャド,1,14,4,0,0,2,1,0,0,0,0,若月,2024/04/10,楽天,0,2024RS
L,山崎 颯一郎,1,23,6,4,0,0,0,0,0,1,1,若月,2024/04/10,楽天,0,2024RS
,山下 舜平大,5,107,24,7,0,6,2,0,0,1,0,森,2024/04/11,楽天,1,2024RS
,山田 修義,0.2,13,4,1,0,0,1,0,0,0,0,森,2024/04/11,楽天,0,2024RS
,比嘉 幹貴,0.1,5,1,0,0,1,0,0,0,0,0,森,2024/04/11,楽天,0,2024RS
H,吉田 輝星,1,11,3,0,0,2,0,0,0,0,0,森,2024/04/11,楽天,0,2024RS
H,小木田 敦也,1,15,4,1,0,1,0,0,0,0,0,森,2024/04/11,楽天,0,2024RS
W,平野 佳寿,1,17,5,1,0,1,1,0,0,0,0,森,2024/04/11,楽天,0,2024RS
L,東 晃平,7,103,24,1,0,5,1,1,0,1,0,若月,2024/04/12,日本ハム,1,2024RS
,山田 修義,1,15,3,0,0,2,0,0,0,0,0,若月,2024/04/12,日本ハム,0,2024RS
,比嘉 幹貴,1,14,3,1,0,0,0,0,0,0,0,石川,2024/04/12,日本ハム,0,2024RS
W,宮城 大弥,8,105,32,6,0,7,2,0,0,0,0,森,2024/04/13,日本ハム,1,2024RS
,吉田 輝星,0.2,21,5,3,0,0,0,0,0,1,1,森,2024/04/13,日本ハム,0,2024RS
S,平野 佳寿,0.1,8,1,0,0,1,0,0,0,0,0,森,2024/04/13,日本ハム,0,2024RS
W,カスティーヨ,6,89,24,5,1,8,1,0,0,3,3,森,2024/04/14,日本ハム,1,2024RS
H,小木田 敦也,1,11,3,0,0,1,0,0,0,0,0,森,2024/04/14,日本ハム,0,2024RS
H,マチャド,1,22,6,0,0,0,3,0,0,0,0,森,2024/04/14,日本ハム,0,2024RS
S,平野 佳寿,1,23,5,1,0,1,1,0,0,0,0,森,2024/04/14,日本ハム,0,2024RS
L,田嶋 大樹,3,53,19,7,0,1,2,0,0,5,4,森,2024/04/16,楽天,1,2024RS
,井口 和朋,3,37,12,3,0,1,0,0,0,1,1,森,2024/04/16,楽天,0,2024RS
,阿部 翔太,1,23,4,0,0,2,1,0,0,0,0,森,2024/04/16,楽天,0,2024RS
,山田 修義,1,10,3,0,0,1,0,0,0,0,0,若月,2024/04/16,楽天,0,2024RS
W,エスピノーザ,7,105,24,5,0,7,0,0,0,0,0,若月,2024/04/17,楽天,1,2024RS
,吉田 輝星,1,15,4,2,0,1,0,0,0,0,0,若月,2024/04/17,楽天,0,2024RS
,比嘉 幹貴,1,16,3,0,0,1,0,0,0,0,0,若月,2024/04/17,楽天,0,2024RS
W,曽谷 龍平,5,67,19,2,0,7,2,0,0,0,0,若月,2024/04/18,楽天,1,2024RS
,古田島 成龍,2,33,7,1,0,3,1,0,0,0,0,若月,2024/04/18,楽天,0,2024RS
,山田 修義,1,17,3,0,0,1,0,0,0,0,0,若月,2024/04/18,楽天,0,2024RS
,阿部 翔太,1,14,3,0,0,1,0,0,0,0,0,若月,2024/04/18,楽天,0,2024RS
L,山下 舜平大,4,95,23,8,2,3,4,1,0,8,8,若月,2024/04/19,ソフトバンク,1,2024RS
,井口 和朋,1,21,4,1,0,1,1,0,0,0,0,若月,2024/04/19,ソフトバンク,0,2024RS
,吉田 輝星,1,20,6,1,0,0,1,1,0,1,1,若月,2024/04/19,ソフトバンク,0,2024RS
,小木田 敦也,1,16,4,1,0,1,0,0,0,0,0,若月,2024/04/19,ソフトバンク,0,2024RS
,比嘉 幹貴,1,23,5,0,0,1,2,0,0,0,0,若月,2024/04/19,ソフトバンク,0,2024RS
,東 晃平,5,95,25,5,0,3,4,1,0,0,0,若月,2024/04/20,ソフトバンク,1,2024RS
,山田 修義,0.1,23,5,0,0,0,3,1,0,3,3,若月,2024/04/20,ソフトバンク,0,2024RS
,阿部 翔太,0.2,16,4,0,0,1,2,0,0,0,0,若月,2024/04/20,ソフトバンク,0,2024RS
H,小木田 敦也,1,14,3,0,0,1,0,0,0,0,0,若月,2024/04/20,ソフトバンク,0,2024RS
H,マチャド,2,29,6,0,0,3,0,0,0,0,0,若月,2024/04/20,ソフトバンク,0,2024RS
H,平野 佳寿,1,16,5,2,0,1,0,0,0,0,0,若月,2024/04/20,ソフトバンク,0,2024RS
H,古田島 成龍,1,34,6,0,0,0,3,0,0,0,0,若月,2024/04/20,ソフトバンク,0,2024RS
