wls,pitcher,innings,opotunity,hits,strikeout,walk,run,earned_run,catcher,day_of_game,vs_team,starting,series
L,今　村,5,19,3,8,0,3,2,大城,2020/09/19,横浜,1,2020RS
,鍵　谷,0.2,5,1,0,2,0,0,大城,2020/09/19,横浜,0,2020RS
,大　江,0.1,1,0,0,0,0,0,大城,2020/09/19,横浜,0,2020RS
,大　江,0.1,3,1,0,1,2,2,炭谷,2020/09/19,横浜,0,2020RS
,桜　井,0.1,3,2,0,0,2,2,炭谷,2020/09/19,横浜,0,2020RS
,堀　岡,1.1,4,0,1,0,0,0,炭谷,2020/09/19,横浜,0,2020RS
W,畠,6,21,2,3,1,0,0,大城,2020/09/20,横浜,1,2020RS
,高　梨,1,5,1,0,1,0,0,大城,2020/09/20,横浜,0,2020RS
,中　川,1,4,0,2,1,0,0,大城,2020/09/20,横浜,0,2020RS
,デラロサ,1,3,0,1,0,0,0,大城,2020/09/20,横浜,0,2020RS
,直　江,4.1,19,4,2,2,2,2,大城,2020/09/21,広島,1,2020RS
,大　江,0,1,0,0,1,0,0,大城,2020/09/21,広島,0,2020RS
W,鍵　谷,0.2,2,0,2,0,0,0,大城,2020/09/21,広島,0,2020RS
,高　梨,1,3,0,2,0,0,0,炭谷,2020/09/21,広島,0,2020RS
,大　竹,1,5,1,2,1,0,0,炭谷,2020/09/21,広島,0,2020RS
,宮　國,1,5,1,1,1,0,0,炭谷,2020/09/21,広島,0,2020RS
,堀　岡,1,5,2,0,0,1,0,炭谷,2020/09/21,広島,0,2020RS
,菅　野,8,29,6,7,0,3,3,大城,2020/09/22,広島,1,2020RS
W,デラロサ,1,5,2,0,0,1,1,大城,2020/09/22,広島,0,2020RS
W,田　口,8.1,33,5,5,3,3,3,大城,2020/09/23,広島,1,2020RS
,大　竹,0.2,2,0,0,1,0,0,大城,2020/09/23,広島,0,2020RS
W,サンチェス,5.2,25,8,3,1,4,4,小林,2020/09/25,中日,1,2020RS
,鍵　谷,0.1,2,1,0,0,0,0,小林,2020/09/25,中日,0,2020RS
,高　梨,1,4,0,1,1,0,0,小林,2020/09/25,中日,0,2020RS
,中　川,1,5,2,0,0,0,0,炭谷,2020/09/25,中日,0,2020RS
,デラロサ,1,4,1,2,0,0,0,炭谷,2020/09/25,中日,0,2020RS
,畠,4.2,23,6,4,2,2,2,大城,2020/09/26,中日,1,2020RS
,鍵　谷,1.1,4,0,1,0,0,0,大城,2020/09/26,中日,0,2020RS
,大　江,1,5,2,1,1,0,0,大城,2020/09/26,中日,0,2020RS
L,大　竹,1,4,1,0,0,1,1,大城,2020/09/26,中日,0,2020RS
,高　梨,1,5,0,1,2,0,0,大城,2020/09/26,中日,0,2020RS
W,戸　郷,7,26,4,4,1,0,0,炭谷,2020/09/27,中日,1,2020RS
,中　川,1,3,0,1,0,0,0,炭谷,2020/09/27,中日,0,2020RS
,デラロサ,1,5,2,0,0,1,1,炭谷,2020/09/27,中日,0,2020RS
W,菅　野,6,24,4,9,1,1,1,大城,2020/09/29,広島,1,2020RS
,鍵　谷,0,2,0,0,2,0,0,大城,2020/09/29,広島,0,2020RS
,高　梨,1,3,0,0,0,0,0,大城,2020/09/29,広島,0,2020RS
,中　川,1,4,2,0,0,0,0,炭谷,2020/09/29,広島,0,2020RS
,ビエイラ,1,3,0,3,0,0,0,炭谷,2020/09/29,広島,0,2020RS
L,田　口,5,22,5,4,3,3,3,大城,2020/09/30,広島,1,2020RS
,田中豊,0.2,6,2,2,2,1,1,大城,2020/09/30,広島,0,2020RS
,大　江,0.1,1,0,0,0,0,0,大城,2020/09/30,広島,0,2020RS
,宮　國,1,3,0,1,0,0,0,大城,2020/09/30,広島,0,2020RS
,ビエイラ,1,5,1,0,1,0,0,大城,2020/09/30,広島,0,2020RS
W,サンチェス,7,27,4,2,2,3,2,小林,2020/10/01,広島,1,2020RS
,中　川,1,4,0,0,0,0,0,小林,2020/10/01,広島,0,2020RS
S,デラロサ,1,4,0,2,0,0,0,小林,2020/10/01,広島,0,2020RS
L,今　村,4.1,21,6,4,3,3,3,大城,2020/10/02,阪神,1,2020RS
,宮　國,1.1,6,2,1,0,0,0,大城,2020/10/02,阪神,0,2020RS
,大　江,0.1,1,0,0,0,0,0,大城,2020/10/02,阪神,0,2020RS
,ビエイラ,1,6,1,1,2,0,0,大城,2020/10/02,阪神,0,2020RS
,田中豊,1,6,2,0,1,1,0,大城,2020/10/02,阪神,0,2020RS
W,畠,5.1,23,4,5,4,0,0,大城,2020/10/03,阪神,1,2020RS
,大　江,0.2,2,0,0,0,0,0,大城,2020/10/03,阪神,0,2020RS
,高　梨,1,3,0,0,0,0,0,大城,2020/10/03,阪神,0,2020RS
,鍵　谷,1,3,0,1,0,0,0,炭谷,2020/10/03,阪神,0,2020RS
,堀　岡,0.1,4,2,1,1,3,3,炭谷,2020/10/03,阪神,0,2020RS
,宮　國,0.1,2,1,1,0,1,1,炭谷,2020/10/03,阪神,0,2020RS
,デラロサ,0.1,1,0,0,0,0,0,炭谷,2020/10/03,阪神,0,2020RS
,戸　郷,2,14,4,0,4,1,1,炭谷,2020/10/04,阪神,1,2020RS
W,大　江,2,6,0,2,1,0,0,炭谷,2020/10/04,阪神,0,2020RS
,鍵　谷,1,6,1,1,2,0,0,炭谷,2020/10/04,阪神,0,2020RS
,高　梨,1,3,0,1,0,0,0,炭谷,2020/10/04,阪神,0,2020RS
,高　梨,0.1,1,0,0,0,0,0,小林,2020/10/04,阪神,0,2020RS
,ビエイラ,0.2,3,0,2,1,0,0,小林,2020/10/04,阪神,0,2020RS
,中　川,1,3,0,0,1,0,0,小林,2020/10/04,阪神,0,2020RS
,田中豊,1,5,2,1,0,0,0,小林,2020/10/04,阪神,0,2020RS
L,桜　井,5,23,6,4,3,3,2,大城,2020/10/05,阪神,1,2020RS
,宮　國,0.2,5,3,1,0,2,2,大城,2020/10/05,阪神,0,2020RS
,堀　岡,1.1,7,2,1,1,1,1,大城,2020/10/05,阪神,0,2020RS
,田中豊,1,5,2,1,0,0,0,小林,2020/10/05,阪神,0,2020RS
W,菅　野,7,27,4,4,3,3,3,大城,2020/10/06,横浜,1,2020RS
,中　川,1,4,1,2,0,1,1,炭谷,2020/10/06,横浜,0,2020RS
S,デラロサ,1,4,0,1,1,0,0,炭谷,2020/10/06,横浜,0,2020RS
L,田　口,5.1,25,8,5,1,5,4,大城,2020/10/07,横浜,1,2020RS
,鍵　谷,0.2,2,0,2,0,0,0,大城,2020/10/07,横浜,0,2020RS
,高　橋,2.2,10,2,6,0,1,1,大城,2020/10/07,横浜,0,2020RS
,ビエイラ,0.1,2,1,0,0,0,0,大城,2020/10/07,横浜,0,2020RS
W,サンチェス,7,26,5,6,0,2,2,小林,2020/10/08,横浜,1,2020RS
,大　江,0.2,5,3,0,0,3,3,小林,2020/10/08,横浜,0,2020RS
,鍵　谷,0,2,2,0,0,2,2,小林,2020/10/08,横浜,0,2020RS
,高　梨,0.1,3,1,0,1,0,0,小林,2020/10/08,横浜,0,2020RS
S,デラロサ,1,5,0,1,2,0,0,小林,2020/10/08,横浜,0,2020RS
W,畠,7,27,5,2,3,0,0,大城,2020/10/10,中日,1,2020RS
,ビエイラ,1,6,2,2,1,1,1,炭谷,2020/10/10,中日,0,2020RS
,古　川,0.2,2,0,0,0,0,0,炭谷,2020/10/10,中日,0,2020RS
,藤　岡,0.1,1,0,0,0,0,0,炭谷,2020/10/10,中日,0,2020RS
L,戸　郷,6,24,4,4,2,2,2,炭谷,2020/10/11,中日,1,2020RS
,田中豊,1,3,0,1,0,0,0,炭谷,2020/10/11,中日,0,2020RS
,藤　岡,0.2,3,1,1,0,1,1,炭谷,2020/10/11,中日,0,2020RS
,古　川,0.1,6,4,0,1,4,4,炭谷,2020/10/11,中日,0,2020RS
L,桜　井,5.1,25,6,2,3,3,3,大城,2020/10/12,中日,1,2020RS
,鍵　谷,0.2,2,0,1,0,0,0,大城,2020/10/12,中日,0,2020RS
,大　江,0.1,3,1,0,1,0,0,小林,2020/10/12,中日,0,2020RS
,田中豊,0.2,1,0,0,0,0,0,小林,2020/10/12,中日,0,2020RS
,ビエイラ,1,4,1,2,0,0,0,小林,2020/10/12,中日,0,2020RS
L,菅　野,6,26,7,5,2,4,3,大城,2020/10/13,広島,1,2020RS
,大　江,1,5,0,1,1,0,0,大城,2020/10/13,広島,0,2020RS
,高　梨,1,4,0,2,1,0,0,大城,2020/10/13,広島,0,2020RS
,ビエイラ,1,4,1,0,0,0,0,大城,2020/10/13,広島,0,2020RS
W,高　橋,5,18,2,2,1,1,1,大城,2020/10/14,広島,1,2020RS
,鍵　谷,1,3,0,0,0,0,0,大城,2020/10/14,広島,0,2020RS
,高　梨,1,4,0,2,1,0,0,大城,2020/10/14,広島,0,2020RS
,田中豊,1,3,1,1,0,0,0,大城,2020/10/14,広島,0,2020RS
,デラロサ,1,3,0,1,0,0,0,大城,2020/10/14,広島,0,2020RS
,サンチェス,5.1,26,9,3,2,5,5,小林,2020/10/15,広島,1,2020RS
,大　江,1.2,6,0,2,1,0,0,大城,2020/10/15,広島,0,2020RS
,ビエイラ,0.1,3,1,0,1,0,0,大城,2020/10/15,広島,0,2020RS
,高　梨,0.2,1,0,1,0,0,0,大城,2020/10/15,広島,0,2020RS
,デラロサ,1,4,0,1,1,0,0,大城,2020/10/15,広島,0,2020RS
,鍵　谷,1,3,0,1,0,0,0,大城,2020/10/15,広島,0,2020RS
,今　村,6,26,4,6,4,0,0,大城,2020/10/16,横浜,1,2020RS
,鍵　谷,1,4,1,1,0,0,0,大城,2020/10/16,横浜,0,2020RS
,大　江,0,1,1,0,0,1,1,大城,2020/10/16,横浜,0,2020RS
L,ビエイラ,1,5,2,1,0,1,1,大城,2020/10/16,横浜,0,2020RS
,畠,6,25,5,5,2,3,2,大城,2020/10/18,横浜,1,2020RS
L,高　梨,0,3,2,0,1,3,3,大城,2020/10/18,横浜,0,2020RS
,鍵　谷,0.1,2,1,1,0,0,0,大城,2020/10/18,横浜,0,2020RS
,田　口,0.2,1,0,0,0,0,0,大城,2020/10/18,横浜,0,2020RS
,桜　井,1,7,4,1,0,4,4,大城,2020/10/18,横浜,0,2020RS
,戸　郷,5,21,1,8,5,0,0,炭谷,2020/10/20,ヤクルト,1,2020RS
,戸　郷,1,6,2,1,1,0,0,大城,2020/10/20,ヤクルト,0,2020RS
,田　口,1,3,1,1,0,0,0,大城,2020/10/20,ヤクルト,0,2020RS
,高　梨,0.1,2,1,0,0,0,0,大城,2020/10/20,ヤクルト,0,2020RS
,鍵　谷,0.2,1,0,0,0,0,0,大城,2020/10/20,ヤクルト,0,2020RS
,デラロサ,0.2,4,1,1,1,1,1,大城,2020/10/20,ヤクルト,0,2020RS
,大　江,0,1,0,0,1,0,0,大城,2020/10/20,ヤクルト,0,2020RS
,田中豊,0.1,2,0,0,1,0,0,大城,2020/10/20,ヤクルト,0,2020RS
,ビエイラ,1,3,0,0,0,0,0,大城,2020/10/20,ヤクルト,0,2020RS
L,高　橋,5.1,22,5,6,2,2,2,大城,2020/10/21,ヤクルト,1,2020RS
,鍵　谷,1.2,5,0,1,0,0,0,大城,2020/10/21,ヤクルト,0,2020RS
,田　口,1,5,1,1,2,0,0,大城,2020/10/21,ヤクルト,0,2020RS
W,サンチェス,6.2,25,4,2,2,0,0,炭谷,2020/10/22,ヤクルト,1,2020RS
,田　口,0.1,1,0,0,0,0,0,炭谷,2020/10/22,ヤクルト,0,2020RS
,高　梨,1,3,0,1,0,0,0,炭谷,2020/10/22,ヤクルト,0,2020RS
,ビエイラ,1,4,0,0,1,0,0,炭谷,2020/10/22,ヤクルト,0,2020RS
W,今　村,7.1,27,4,4,2,3,3,大城,2020/10/23,阪神,1,2020RS
,高　梨,0.2,2,0,2,0,0,0,大城,2020/10/23,阪神,0,2020RS
,デラロサ,0.1,4,2,0,1,1,1,大城,2020/10/23,阪神,0,2020RS
S,田　口,0.2,2,0,1,0,0,0,大城,2020/10/23,阪神,0,2020RS
L,菅　野,7,29,6,8,3,2,2,大城,2020/10/24,阪神,1,2020RS
,鍵　谷,1,3,0,2,0,0,0,大城,2020/10/24,阪神,0,2020RS
,ビエイラ,1,4,0,1,1,0,0,炭谷,2020/10/24,阪神,0,2020RS
L,畠,5,25,9,5,1,4,4,大城,2020/10/25,阪神,1,2020RS
,桜　井,2,10,1,1,3,0,0,大城,2020/10/25,阪神,0,2020RS
,古　川,1,4,1,1,0,0,0,大城,2020/10/25,阪神,0,2020RS
,田中豊,1,3,1,1,0,0,0,岸田,2020/10/25,阪神,0,2020RS
L,戸　郷,5,22,8,3,0,5,5,炭谷,2020/10/27,横浜,1,2020RS
,桜　井,1,4,0,0,1,0,0,炭谷,2020/10/27,横浜,0,2020RS
,大　江,1,4,1,1,0,0,0,岸田,2020/10/27,横浜,0,2020RS
,ビエイラ,0.1,4,2,1,1,3,3,岸田,2020/10/27,横浜,0,2020RS
,古　川,0.2,5,3,1,0,1,1,岸田,2020/10/27,横浜,0,2020RS
L,高　橋,2.2,17,7,4,2,7,6,大城,2020/10/28,横浜,1,2020RS
,大　江,2.1,11,0,1,3,1,0,大城,2020/10/28,横浜,0,2020RS
,田中豊,1,5,1,0,2,0,0,大城,2020/10/28,横浜,0,2020RS
,田　口,1,3,0,1,0,0,0,大城,2020/10/28,横浜,0,2020RS
,高　梨,0.1,4,3,1,0,2,0,大城,2020/10/28,横浜,0,2020RS
,桜　井,0.2,2,0,1,0,0,0,大城,2020/10/28,横浜,0,2020RS
L,サンチェス,6,25,5,4,3,2,2,炭谷,2020/10/29,横浜,1,2020RS
,田　口,0.2,6,3,0,1,3,3,炭谷,2020/10/29,横浜,0,2020RS
,田中豊,0.1,2,1,1,0,0,0,炭谷,2020/10/29,横浜,0,2020RS
,ビエイラ,1,3,0,2,0,0,0,炭谷,2020/10/29,横浜,0,2020RS
,今　村,6,23,4,4,1,2,2,大城,2020/10/30,ヤクルト,1,2020RS
,鍵　谷,1,5,1,0,2,0,0,大城,2020/10/30,ヤクルト,0,2020RS
,高　梨,0.2,3,0,1,1,1,1,大城,2020/10/30,ヤクルト,0,2020RS
,デラロサ,1.1,5,1,0,0,0,0,大城,2020/10/30,ヤクルト,0,2020RS
,ビエイラ,1,4,1,2,0,0,0,大城,2020/10/30,ヤクルト,0,2020RS
W,菅　野,5,22,5,5,4,1,1,大城,2020/10/31,ヤクルト,1,2020RS
,大　江,1,5,2,0,0,2,2,岸田,2020/10/31,ヤクルト,0,2020RS
,田　口,2,10,1,1,2,1,0,岸田,2020/10/31,ヤクルト,0,2020RS
S,デラロサ,1,3,0,0,0,0,0,岸田,2020/10/31,ヤクルト,0,2020RS
W,畠,9,30,3,7,2,0,0,岸田,2020/11/01,ヤクルト,1,2020RS
,戸　郷,9,37,7,6,4,2,2,岸田,2020/11/03,広島,1,2020RS
,田　口,1,3,0,1,0,0,0,岸田,2020/11/03,広島,0,2020RS
L,高　橋,5,23,5,4,5,1,1,岸田,2020/11/04,広島,1,2020RS
,ディプラン,1.1,9,4,1,2,2,2,岸田,2020/11/04,広島,0,2020RS
,田中豊,0.2,1,0,0,0,0,0,岸田,2020/11/04,広島,0,2020RS
,大　竹,0.1,4,2,0,0,2,0,炭谷,2020/11/04,広島,0,2020RS
,横　川,0.2,3,1,1,0,0,0,炭谷,2020/11/04,広島,0,2020RS
,サンチェス,5,20,3,4,2,2,2,大城,2020/11/05,広島,1,2020RS
,桜　井,1,3,0,1,0,0,0,大城,2020/11/05,広島,0,2020RS
,大　江,1,4,0,1,1,0,0,大城,2020/11/05,広島,0,2020RS
,高　梨,1,6,1,0,3,2,2,炭谷,2020/11/05,広島,0,2020RS
,田中豊,1,3,0,2,0,0,0,炭谷,2020/11/05,広島,0,2020RS
L,田　口,0.2,4,2,0,1,1,1,炭谷,2020/11/05,広島,0,2020RS
,田　口,0,2,1,0,1,0,0,岸田,2020/11/05,広島,0,2020RS
W,今　村,5,18,2,1,2,0,0,大城,2020/11/07,ヤクルト,1,2020RS
,桜　井,2,9,3,1,0,1,1,大城,2020/11/07,ヤクルト,0,2020RS
,高　梨,1,3,1,0,0,0,0,大城,2020/11/07,ヤクルト,0,2020RS
,大　竹,1,4,1,0,0,1,1,大城,2020/11/07,ヤクルト,0,2020RS
,横　川,5,17,3,1,1,1,1,岸田,2020/11/08,ヤクルト,1,2020RS
,堀　岡,1,4,1,2,0,0,0,岸田,2020/11/08,ヤクルト,0,2020RS
,高　橋,1,4,0,1,1,0,0,岸田,2020/11/08,ヤクルト,0,2020RS
L,田中豊,0,4,2,0,2,4,4,岸田,2020/11/08,ヤクルト,0,2020RS
,大　江,1,5,0,0,3,0,0,岸田,2020/11/08,ヤクルト,0,2020RS
,田　口,1,3,0,1,0,0,0,岸田,2020/11/08,ヤクルト,0,2020RS
,畠,3,12,0,0,3,0,0,岸田,2020/11/10,阪神,1,2020RS
W,戸　郷,3,10,0,3,1,0,0,岸田,2020/11/10,阪神,0,2020RS
,桜　井,1,3,0,2,0,0,0,岸田,2020/11/10,阪神,0,2020RS
,高　橋,1,5,1,0,1,0,0,岸田,2020/11/10,阪神,0,2020RS
,高　梨,1,3,0,1,0,0,0,岸田,2020/11/10,阪神,0,2020RS
,菅　野,5,16,1,5,0,0,0,大城,2020/11/14,横浜,1,2020RS
,鍵　谷,0.2,2,0,1,0,0,0,大城,2020/11/14,横浜,0,2020RS
,高　橋,0.1,2,0,0,0,0,0,大城,2020/11/14,横浜,0,2020RS
,大　竹,1,6,3,1,0,2,2,炭谷,2020/11/14,横浜,0,2020RS
,デラロサ,1,5,2,2,0,1,1,炭谷,2020/11/14,横浜,0,2020RS
L,田　口,0.2,6,4,1,0,2,2,炭谷,2020/11/14,横浜,0,2020RS
L,菅　野,6,24,6,4,1,4,4,大城,2020/11/21,ソフトバンク,1,2020NS
,戸　郷,1,3,0,1,1,0,0,大城,2020/11/21,ソフトバンク,0,2020NS
,高　橋,1,6,1,0,2,1,1,大城,2020/11/21,ソフトバンク,0,2020NS
,ビエイラ,1,4,1,1,0,0,0,岸田,2020/11/21,ソフトバンク,0,2020NS
L,今　村,1.2,10,4,1,1,4,3,大城,2020/11/22,ソフトバンク,1,2020NS
,戸　郷,2.1,10,2,3,1,2,2,大城,2020/11/22,ソフトバンク,0,2020NS
,田　口,2,8,1,1,1,1,1,大城,2020/11/22,ソフトバンク,0,2020NS
,鍵　谷,0.1,5,3,0,1,4,4,大城,2020/11/22,ソフトバンク,0,2020NS
,大　江,0.2,4,2,1,0,0,0,大城,2020/11/22,ソフトバンク,0,2020NS
,高　梨,1,3,0,0,0,0,0,炭谷,2020/11/22,ソフトバンク,0,2020NS
,大　竹,1,7,3,1,0,2,0,炭谷,2020/11/22,ソフトバンク,0,2020NS
L,サンチェス,6.1,27,6,7,2,3,3,大城,2020/11/24,ソフトバンク,1,2020NS
,高　梨,0.1,3,1,1,1,1,1,大城,2020/11/24,ソフトバンク,0,2020NS
,大　竹,0,1,1,0,0,0,0,大城,2020/11/24,ソフトバンク,0,2020NS
,中　川,0.1,1,0,0,0,0,0,大城,2020/11/24,ソフトバンク,0,2020NS
,デラロサ,1,3,0,0,0,0,0,炭谷,2020/11/24,ソフトバンク,0,2020NS
L,畠,1.2,9,4,3,0,4,4,岸田,2020/11/25,ソフトバンク,1,2020NS
,大　江,1,5,0,0,2,0,0,岸田,2020/11/25,ソフトバンク,0,2020NS
,戸　郷,2.1,8,0,4,1,0,0,岸田,2020/11/25,ソフトバンク,0,2020NS
,ビエイラ,1,3,0,2,0,0,0,岸田,2020/11/25,ソフトバンク,0,2020NS
,ビエイラ,0.2,3,0,0,1,0,0,大城,2020/11/25,ソフトバンク,0,2020NS
,中　川,1.1,4,1,1,0,0,0,大城,2020/11/25,ソフトバンク,0,2020NS
