wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
,早川 隆久,6,76,22,4,1,4,0,0,0,2,2,太田,2025/03/28,オリックス,1,2025RS
,西口 直人,0.2,24,4,1,0,1,1,0,0,0,0,太田,2025/03/28,オリックス,0,2025RS
,ターリー,0.1,7,1,0,0,0,0,0,0,0,0,太田,2025/03/28,オリックス,0,2025RS
,江原 雅裕,1,15,5,2,0,0,0,0,0,0,0,石原,2025/03/28,オリックス,0,2025RS
L,鈴木 翔天,0.2,8,4,2,0,1,0,0,0,1,1,石原,2025/03/28,オリックス,0,2025RS
,古謝 樹,5,71,19,2,0,3,1,0,0,0,0,太田,2025/03/29,オリックス,1,2025RS
H,今野 龍太,1,14,5,2,0,0,0,0,0,0,0,太田,2025/03/29,オリックス,0,2025RS
H,藤平 尚真,1,16,4,1,1,1,0,0,0,1,1,太田,2025/03/29,オリックス,0,2025RS
,鈴木 翔天,1,25,5,2,0,1,0,0,0,1,1,太田,2025/03/29,オリックス,0,2025RS
W,則本 昂大,1,6,3,0,0,0,0,0,0,0,0,太田,2025/03/29,オリックス,0,2025RS
S,内 星龍,1,29,6,3,0,0,0,0,0,2,2,太田,2025/03/29,オリックス,0,2025RS
L,辛島 航,1.2,43,11,7,0,1,0,0,0,3,3,太田,2025/03/30,オリックス,1,2025RS
,松井 友飛,3,44,11,4,1,2,0,0,0,2,2,太田,2025/03/30,オリックス,0,2025RS
,西垣 雅矢,2.1,33,11,3,0,2,0,1,0,0,0,太田,2025/03/30,オリックス,0,2025RS
,ターリー,1,22,6,2,0,1,1,0,0,1,1,太田,2025/03/30,オリックス,0,2025RS
W,岸 孝之,7,91,24,3,0,2,0,0,0,1,1,石原,2025/04/03,西武,1,2025RS
H,鈴木 翔天,1,25,5,0,0,0,2,0,0,0,0,太田,2025/04/03,西武,0,2025RS
S,則本 昂大,1,14,3,0,0,1,0,0,0,0,0,太田,2025/04/03,西武,0,2025RS
W,早川 隆久,7,102,25,2,1,4,2,1,0,1,1,太田,2025/04/04,ロッテ,1,2025RS
H,藤平 尚真,1,14,3,0,0,1,0,0,0,0,0,太田,2025/04/04,ロッテ,0,2025RS
S,則本 昂大,1,23,6,2,0,3,1,0,0,0,0,太田,2025/04/04,ロッテ,0,2025RS
,ヤフーレ,2,40,8,2,0,2,0,0,0,0,0,太田,2025/04/05,ロッテ,1,2025RS
H,松井 友飛,2,46,10,1,0,2,3,0,0,0,0,太田,2025/04/05,ロッテ,0,2025RS
H,今野 龍太,1,12,3,0,0,0,0,0,0,0,0,太田,2025/04/05,ロッテ,0,2025RS
H,西口 直人,1,13,3,0,0,2,0,0,0,0,0,太田,2025/04/05,ロッテ,0,2025RS
,鈴木 翔天,1,16,3,0,0,2,0,0,0,0,0,太田,2025/04/05,ロッテ,0,2025RS
L,江原 雅裕,1,9,5,1,0,1,0,0,0,1,0,太田,2025/04/05,ロッテ,0,2025RS
W,古謝 樹,9,103,30,3,0,5,0,1,0,0,0,太田,2025/04/06,ロッテ,1,2025RS
,藤井 聖,5,85,22,5,1,4,3,1,0,2,2,太田,2025/04/08,日本ハム,1,2025RS
H,西口 直人,1,15,3,0,0,3,0,0,0,0,0,太田,2025/04/08,日本ハム,0,2025RS
H,藤平 尚真,1,10,3,0,0,1,0,0,0,0,0,太田,2025/04/08,日本ハム,0,2025RS
H,鈴木 翔天,1,19,5,1,0,2,1,0,0,0,0,太田,2025/04/08,日本ハム,0,2025RS
L,則本 昂大,0.2,20,6,3,0,0,1,0,0,3,3,太田,2025/04/08,日本ハム,0,2025RS
,西垣 雅矢,0.1,3,1,0,0,0,0,0,0,0,0,太田,2025/04/08,日本ハム,0,2025RS
L,辛島 航,4.1,82,21,8,1,0,1,0,0,4,4,太田,2025/04/09,日本ハム,1,2025RS
,内 星龍,1.2,28,7,2,0,2,0,0,0,0,0,太田,2025/04/09,日本ハム,0,2025RS
,宮森 智志,1,14,3,0,0,0,1,0,0,0,0,太田,2025/04/09,日本ハム,0,2025RS
,宮森 智志,1,41,10,5,0,1,2,0,0,4,4,石原,2025/04/09,日本ハム,0,2025RS
,江原 雅裕,1,23,5,2,0,0,0,0,0,0,0,石原,2025/04/09,日本ハム,0,2025RS
L,岸 孝之,4,98,25,12,1,2,1,1,0,8,8,石原,2025/04/10,日本ハム,1,2025RS
