wls,pitcher,innings,pitches,at_bats,hits,homeruns,strikeouts,walks,hit_by_pitch,balks,runs,earned_runs,catcher,day_of_game,vs_team,starting,series
L,高橋 宏斗,5.0,85,23,8,0,2,1,1,0,5,5,木下,2025/03/28,DeNA,1,2025RS
,藤嶋 健人,1,12,3,0,0,1,0,0,0,0,0,木下,2025/03/28,DeNA,0,2025RS
,祖父江 大輔,1,9,4,1,0,0,0,0,0,0,0,木下,2025/03/28,DeNA,0,2025RS
,橋本 侑樹,1,11,3,0,0,0,1,0,0,0,0,石伊,2025/03/28,DeNA,0,2025RS
W,松葉 貴大,7,94,23,2,0,5,0,0,0,0,0,木下,2025/03/29,DeNA,1,2025RS
H,清水 達也,1,17,4,0,0,1,1,0,0,0,0,加藤匠,2025/03/29,DeNA,0,2025RS
S,松山 晋也,1,16,3,0,0,1,0,0,0,0,0,加藤匠,2025/03/29,DeNA,0,2025RS
L,メヒア,7,78,25,4,2,3,0,0,0,2,2,木下,2025/03/30,DeNA,1,2025RS
,齋藤 綱記,1,14,4,1,0,0,0,0,0,0,0,木下,2025/03/30,DeNA,0,2025RS
,マラー,5,97,18,3,1,9,0,0,0,1,1,木下,2025/04/01,巨人,1,2025RS
H,齋藤 綱記,1,11,3,0,0,0,0,0,0,0,0,木下,2025/04/01,巨人,0,2025RS
W,岩嵜 翔,1,23,5,2,0,0,0,0,0,0,0,木下,2025/04/01,巨人,0,2025RS
H,清水 達也,1,16,5,2,0,1,0,0,0,0,0,加藤匠,2025/04/01,巨人,0,2025RS
S,松山 晋也,1,19,6,3,0,0,0,0,0,1,1,加藤匠,2025/04/01,巨人,0,2025RS
L,柳 裕也,6,92,24,6,0,6,0,2,0,2,2,石伊,2025/04/02,巨人,1,2025RS
,勝野 昌慶,1,14,3,0,0,3,0,0,0,0,0,石伊,2025/04/02,巨人,0,2025RS
,橋本 侑樹,1,15,5,1,0,0,1,0,0,0,0,石伊,2025/04/02,巨人,0,2025RS
,マルテ,1,9,3,0,0,0,0,0,0,0,0,加藤匠,2025/04/02,巨人,0,2025RS
L,大野 雄大,5,82,23,8,0,2,1,0,0,4,2,木下,2025/04/03,巨人,1,2025RS
,祖父江 大輔,2,29,6,1,0,0,2,0,0,0,0,木下,2025/04/03,巨人,0,2025RS
,藤嶋 健人,1,24,6,3,0,1,0,0,0,1,1,木下,2025/04/03,巨人,0,2025RS
,齋藤 綱記,1,21,5,1,0,1,1,0,0,0,0,加藤匠,2025/04/03,巨人,0,2025RS
,高橋 宏斗,8,114,29,3,0,6,2,0,0,1,0,加藤匠,2025/04/04,ヤクルト,1,2025RS
H,清水 達也,1,19,6,0,0,1,2,1,0,0,0,加藤匠,2025/04/04,ヤクルト,0,2025RS
H,齋藤 綱記,1,10,3,0,0,1,0,0,0,0,0,加藤匠,2025/04/04,ヤクルト,0,2025RS
H,勝野 昌慶,1,15,3,0,0,1,0,0,0,0,0,加藤匠,2025/04/04,ヤクルト,0,2025RS
,松山 晋也,1,14,4,1,0,0,0,0,0,0,0,加藤匠,2025/04/04,ヤクルト,0,2025RS
L,松葉 貴大,5,86,21,4,1,1,2,0,0,2,2,木下,2025/04/05,ヤクルト,1,2025RS
,マルテ,1,12,3,0,0,0,0,0,0,0,0,木下,2025/04/05,ヤクルト,0,2025RS
,藤嶋 健人,1,18,4,0,0,0,1,0,0,0,0,木下,2025/04/05,ヤクルト,0,2025RS
,祖父江 大輔,1,21,4,1,0,2,0,0,0,0,0,木下,2025/04/05,ヤクルト,0,2025RS
W,メヒア,6,94,27,8,2,3,1,0,0,5,5,木下,2025/04/06,ヤクルト,1,2025RS
H,マルテ,1,12,4,1,0,0,0,0,0,0,0,木下,2025/04/06,ヤクルト,0,2025RS
H,清水 達也,1,11,3,0,0,0,1,0,0,0,0,加藤匠,2025/04/06,ヤクルト,0,2025RS
S,松山 晋也,1,12,3,0,0,1,0,0,0,0,0,加藤匠,2025/04/06,ヤクルト,0,2025RS
,マラー,7.2,100,28,4,0,6,2,0,0,1,1,木下,2025/04/08,広島,1,2025RS
H,齋藤 綱記,0.1,12,2,0,0,0,1,0,0,0,0,木下,2025/04/08,広島,0,2025RS
H,松山 晋也,1,14,3,0,0,1,0,0,0,0,0,木下,2025/04/08,広島,0,2025RS
H,マルテ,1,9,3,0,0,0,0,0,0,0,0,木下,2025/04/08,広島,0,2025RS
H,清水 達也,1,14,4,1,0,1,0,0,0,0,0,加藤匠,2025/04/08,広島,0,2025RS
,勝野 昌慶,1,10,3,0,0,1,0,0,0,0,0,加藤匠,2025/04/08,広島,0,2025RS
,柳 裕也,7,117,28,4,0,6,2,0,0,0,0,木下,2025/04/09,広島,1,2025RS
W,勝野 昌慶,1,21,4,1,0,1,1,0,0,1,1,木下,2025/04/09,広島,0,2025RS
S,松山 晋也,1,14,4,2,0,2,0,0,0,0,0,加藤匠,2025/04/09,広島,0,2025RS
,大野 雄大,6,80,20,2,0,5,0,0,0,0,0,石伊,2025/04/10,広島,1,2025RS
,清水 達也,1,14,4,2,0,0,0,0,0,1,1,石伊,2025/04/10,広島,0,2025RS
H,マルテ,1,12,3,0,0,1,0,0,0,0,0,石伊,2025/04/10,広島,0,2025RS
H,齋藤 綱記,1,12,3,1,0,1,0,0,0,0,0,石伊,2025/04/10,広島,0,2025RS
H,祖父江 大輔,1,12,4,1,0,0,0,0,0,0,0,石伊,2025/04/10,広島,0,2025RS
L,藤嶋 健人,1,22,5,2,0,1,0,0,0,1,1,加藤匠,2025/04/10,広島,0,2025RS
L,高橋 宏斗,4,88,21,9,0,6,0,0,0,5,5,加藤匠,2025/04/11,阪神,1,2025RS
,勝野 昌慶,2,33,10,3,0,3,0,1,0,1,1,加藤匠,2025/04/11,阪神,0,2025RS
,橋本 侑樹,1,24,6,2,0,1,1,0,0,0,0,木下,2025/04/11,阪神,0,2025RS
,藤嶋 健人,1,16,3,0,0,2,0,0,0,0,0,木下,2025/04/11,阪神,0,2025RS
W,松葉 貴大,7,109,28,8,0,6,0,1,0,1,1,木下,2025/04/12,阪神,1,2025RS
H,マルテ,1,15,3,1,0,0,0,0,0,0,0,木下,2025/04/12,阪神,0,2025RS
S,松山 晋也,1,23,6,3,0,1,0,0,0,1,1,加藤匠,2025/04/12,阪神,0,2025RS
L,マラー,3,92,18,7,0,4,2,0,0,6,6,木下,2025/04/15,広島,1,2025RS
,橋本 侑樹,2,41,8,2,0,2,1,0,0,0,0,石伊,2025/04/15,広島,0,2025RS
,藤嶋 健人,1,11,4,1,0,0,0,0,0,0,0,石伊,2025/04/15,広島,0,2025RS
,祖父江 大輔,1,18,4,1,0,0,0,0,0,0,0,石伊,2025/04/15,広島,0,2025RS
,岩嵜 翔,1,20,4,1,1,1,0,0,0,1,1,石伊,2025/04/15,広島,0,2025RS
W,柳 裕也,7,96,24,4,0,5,1,0,0,0,0,石伊,2025/04/16,広島,1,2025RS
