position,player,avg,ab,r,h,rbi,so,walks,hbp,sac,sb,err,hr,inn1,inn2,inn3,inn4,inn5,inn6,inn7,inn8,inn9,inn10,inn11,inn12,day_of_game,vs_team,starting,series
(二),石井 一成,.143,3,0,0,0,2,0,0,0,0,0,0,,遊飛,,見三振,,空三振,,,,,,,2025/04/02,ソフトバンク,1,2025RS
二,上川畑 大悟,.188,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,中安,,,,,2025/04/02,ソフトバンク,0,2025RS
(右),万波 中正,.158,4,0,0,0,0,0,0,0,0,0,0,,二直,,投ゴロ,,右飛,,右飛,,,,,2025/04/02,ソフトバンク,1,2025RS
(中),今川 優馬,.167,2,1,1,0,0,1,0,0,0,0,0,,中飛,,,中安,四球,,,,,,,2025/04/02,ソフトバンク,1,2025RS
走中,五十幡 亮汰,.000,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,空三振,,,,,2025/04/02,ソフトバンク,0,2025RS
(遊),水野 達稀,.000,2,1,0,0,0,1,0,0,0,0,0,,,右飛,,四球,一ゴロ,,,,,,,2025/04/02,ソフトバンク,1,2025RS
(右),万波 中正,.174,4,0,1,1,1,0,0,0,0,1,0,見三振,,遊ゴロ,,,遊ゴロ,,左２,,,,,2025/04/04,オリックス,1,2025RS
(三),清宮 幸太郎,.154,4,0,1,0,1,0,0,0,0,0,0,中安,,一ゴロ,,,空三振,,三ゴロ,,,,,2025/04/04,オリックス,1,2025RS
(左一),吉田 賢吾,.167,4,1,1,1,0,0,0,0,0,0,1,中飛,,,遊ゴロ,,右本,,投ゴロ,,,,,2025/04/04,オリックス,1,2025RS
(一),野村 佑希,.333,2,0,0,0,0,0,0,0,0,0,0,遊ゴロ,,,右飛,,,,,,,,,2025/04/04,オリックス,1,2025RS
左,今川 優馬,.125,2,0,0,0,1,0,0,0,0,0,0,,,,,,空三振,,遊ゴロ,,,,,2025/04/04,オリックス,0,2025RS
(指),レイエス,.348,4,1,1,1,2,0,0,0,0,0,1,,空三振,,左中本,,,空三振,,二飛,,,,2025/04/04,オリックス,1,2025RS
(中),松本 剛,.143,4,0,1,0,1,0,0,0,0,0,0,,右安,,三ゴロ,,,三ゴロ,,空三振,,,,2025/04/04,オリックス,1,2025RS
(二),奈良間 大己,.333,3,0,1,0,1,0,0,0,0,0,0,,中安,,,遊ゴロ,,空三振,,,,,,2025/04/04,オリックス,1,2025RS
打,石井 一成,.143,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,四球,,,,2025/04/04,オリックス,0,2025RS
(捕),伏見 寅威,.000,2,0,0,0,2,0,0,0,0,0,0,,空三振,,,空三振,,,,,,,,2025/04/04,オリックス,1,2025RS
打捕,郡司 裕也,.375,2,1,1,0,0,0,0,0,0,0,0,,,,,,,,遊安,三ゴロ,,,,2025/04/04,オリックス,0,2025RS
(遊),水野 達稀,.000,2,0,0,0,1,0,0,0,0,0,0,,,見三振,,左飛,,,,,,,,2025/04/04,オリックス,1,2025RS
打,マルティネス,.167,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,四球,,,,,2025/04/04,オリックス,0,2025RS
走,矢澤 宏太,.100,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/04/04,オリックス,0,2025RS
遊,上川畑 大悟,.188,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/04/04,オリックス,0,2025RS
(捕),田宮 裕涼,.364,4,0,1,0,1,0,0,0,0,0,0,二ゴロ,,一安,,,中飛,,空三振,,,,,2025/04/05,オリックス,1,2025RS
(中),今川 優馬,.182,3,0,1,0,0,0,0,0,0,0,0,中飛,,三安,,,三ゴロ,,,,,,,2025/04/05,オリックス,1,2025RS
中,五十幡 亮汰,.000,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,空三振,,,,2025/04/05,オリックス,0,2025RS
(右),万波 中正,.185,4,1,1,1,1,0,0,0,0,1,1,左本,,空三振,,,中飛,,,中飛,,,,2025/04/05,オリックス,1,2025RS
(三),清宮 幸太郎,.200,4,0,2,0,0,0,0,0,0,1,0,二直,,,中安,,,遊飛,,右２,,,,2025/04/05,オリックス,1,2025RS
(左),吉田 賢吾,.125,4,0,0,0,0,0,0,0,0,0,0,,中飛,,三併打,,,遊ゴロ,,左飛,,,,2025/04/05,オリックス,1,2025RS
(指),マルティネス,.111,3,0,0,0,2,0,0,0,0,0,0,,空三振,,左飛,,,空三振,,,,,,2025/04/05,オリックス,1,2025RS
(一),郡司 裕也,.273,3,0,0,0,1,0,0,0,0,0,0,,遊ゴロ,,,空三振,,,三失,,,,,2025/04/05,オリックス,1,2025RS
(二),上川畑 大悟,.158,3,0,0,0,0,0,0,0,0,0,0,,,投ゴロ,,二ゴロ,,,一併打,,,,,2025/04/05,オリックス,1,2025RS
(遊),水野 達稀,.059,3,0,1,0,1,0,0,0,0,0,0,,,遊ゴロ,,空三振,,,右安,,,,,2025/04/05,オリックス,1,2025RS
(一),郡司 裕也,.267,4,1,1,0,0,1,0,0,0,0,0,三ゴロ,一邪飛,,,四球,左安,,,二飛,,,,2025/04/06,オリックス,1,2025RS
(中),矢澤 宏太,.200,5,2,2,1,2,0,0,0,0,0,1,右本,空三振,,,中安,左飛,,,空三振,,,,2025/04/06,オリックス,1,2025RS
(三),清宮 幸太郎,.206,4,0,1,1,0,0,0,0,0,0,0,左邪飛,,一ゴロ,,右２,,遊ゴロ,,,,,,2025/04/06,オリックス,1,2025RS
(指),野村 佑希,.292,3,0,0,1,0,1,0,0,0,0,0,四球,,遊ゴロ,,二ゴロ,,左飛,,,,,,2025/04/06,オリックス,1,2025RS
(右),万波 中正,.194,4,0,1,0,3,0,0,0,0,0,0,空三振,,中安,,空三振,,空三振,,,,,,2025/04/06,オリックス,1,2025RS
(二),石井 一成,.111,2,0,0,0,1,0,0,0,0,0,0,,左飛,空三振,,,,,,,,,,2025/04/06,オリックス,1,2025RS
打,マルティネス,.100,1,0,0,0,1,0,0,0,0,0,0,,,,,空三振,,,,,,,,2025/04/06,オリックス,0,2025RS
二,上川畑 大悟,.150,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,左飛,,,,,2025/04/06,オリックス,0,2025RS
(左),吉田 賢吾,.150,4,1,1,0,0,0,0,0,0,0,0,,中安,,三ゴロ,,三ゴロ,,中飛,,,,,2025/04/06,オリックス,1,2025RS
(捕),田宮 裕涼,.357,3,0,1,0,1,1,0,0,0,0,0,,四球,,空三振,,中安,,遊ゴロ,,,,,2025/04/06,オリックス,1,2025RS
(遊),水野 達稀,.095,4,0,1,1,0,0,0,0,0,0,0,,右安,,中飛,,二飛,,,捕邪飛,,,,2025/04/06,オリックス,1,2025RS
(中),松本 剛,.100,3,1,0,0,1,2,0,0,0,0,0,四球,,右飛,,遊飛,,見三振,,四球,,,,2025/04/08,楽天,1,2025RS
(三一),清宮 幸太郎,.237,4,1,2,2,2,1,0,0,0,0,0,空三振,,空三振,,左安,,,四球,中２,,,,2025/04/08,楽天,1,2025RS
(指),レイエス,.370,4,0,2,1,1,1,0,0,0,0,0,空三振,,,中飛,四球,,,右安,中安,,,,2025/04/08,楽天,1,2025RS
(一),野村 佑希,.286,4,1,1,0,0,1,0,0,0,0,0,,中安,,四球,遊ゴロ,,,右飛,二飛,,,,2025/04/08,楽天,1,2025RS
二,上川畑 大悟,.150,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/04/08,楽天,0,2025RS
(左),今川 優馬,.154,2,0,0,0,0,0,0,0,0,0,0,,右飛,,左飛,,,,,,,,,2025/04/08,楽天,1,2025RS
打左,矢澤 宏太,.176,2,0,0,0,2,0,0,0,0,0,0,,,,,,見三振,,空三振,,,,,2025/04/08,楽天,0,2025RS
(右),万波 中正,.200,4,1,1,2,2,0,0,0,0,0,1,,遊併打,,左本,,空三振,,空三振,,,,,2025/04/08,楽天,1,2025RS
(二三),奈良間 大己,.429,4,0,2,0,1,0,0,0,0,0,0,,,左安,遊ゴロ,,空三振,,,左安,,,,2025/04/08,楽天,1,2025RS
(捕),伏見 寅威,.111,4,1,1,0,0,0,0,0,0,0,0,,,右飛,,中安,,二飛,,投ゴロ,,,,2025/04/08,楽天,1,2025RS
(遊),水野 達稀,.083,3,0,0,0,1,0,1,0,0,0,0,,,死球,,見三振,,一ゴロ,,中飛,,,,2025/04/08,楽天,1,2025RS
(左),吉田 賢吾,.208,4,1,2,0,1,0,0,0,0,0,0,中飛,,投安,,中２,空三振,,,,,,,2025/04/09,楽天,1,2025RS
遊,水野 達稀,.115,2,1,1,3,0,0,0,0,0,0,0,,,,,,,,右３,左飛,,,,2025/04/09,楽天,0,2025RS
(指),レイエス,.406,5,1,3,2,0,0,0,0,0,0,0,中安,,中飛,,左２,,遊ゴロ,左安,,,,,2025/04/09,楽天,1,2025RS
(捕),郡司 裕也,.300,5,1,2,0,0,0,0,0,0,0,0,遊併打,,三ゴロ,,中安,,左飛,中安,,,,,2025/04/09,楽天,1,2025RS
(一),野村 佑希,.258,3,0,0,0,1,1,0,0,0,0,0,,中飛,,三ゴロ,見三振,,四球,,,,,,2025/04/09,楽天,1,2025RS
走中,五十幡 亮汰,.167,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,右安,,,,,2025/04/09,楽天,0,2025RS
(三一),清宮 幸太郎,.244,3,1,1,2,0,1,0,0,0,0,0,,二ゴロ,,二ゴロ,右２,,,四球,,,,,2025/04/09,楽天,1,2025RS
打一,マルティネス,.091,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,見三振,,,,,2025/04/09,楽天,0,2025RS
(右),万波 中正,.205,4,1,1,1,0,1,0,0,0,0,1,,中本,,四球,中飛,,,左飛,遊飛,,,,2025/04/09,楽天,1,2025RS
(中左),松本 剛,.133,5,0,1,0,0,0,0,0,0,0,0,,中飛,,右安,,三直,,捕邪飛,遊ゴロ,,,,2025/04/09,楽天,1,2025RS
(二),上川畑 大悟,.167,4,1,1,0,0,1,0,0,0,0,0,,,一ゴロ,一ゴロ,,遊ゴロ,,四球,右安,,,,2025/04/09,楽天,1,2025RS
(遊三),奈良間 大己,.583,5,1,4,0,0,0,0,0,0,0,0,,,投安,,捕邪飛,左安,,左安,三安,,,,2025/04/09,楽天,1,2025RS
(左),郡司 裕也,.333,4,1,2,0,0,0,0,0,0,0,0,中２,中安,二飛,,投併打,,,,,,,,2025/04/10,楽天,1,2025RS
左,五十幡 亮汰,.143,1,0,0,0,0,0,0,0,0,0,0,,,,,,,左飛,,,,,,2025/04/10,楽天,0,2025RS
(指),レイエス,.417,4,1,2,1,0,0,0,0,0,0,0,遊ゴロ,右安,,左２,,中飛,,,,,,,2025/04/10,楽天,1,2025RS
打指,伏見 寅威,.200,1,1,1,1,0,0,0,0,0,0,1,,,,,,,,左本,,,,,2025/04/10,楽天,0,2025RS
(三),清宮 幸太郎,.227,3,1,0,0,0,1,0,0,0,0,0,四球,左飛,,二飛,,遊直,,,,,,,2025/04/10,楽天,1,2025RS
二,石井 一成,.100,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,空三振,,,,,2025/04/10,楽天,0,2025RS
(一),野村 佑希,.265,3,0,1,1,1,0,1,0,0,0,0,左２,見三振,,死球,,遊直,,,,,,,2025/04/10,楽天,1,2025RS
一,若林 晃弘,.000,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,中飛,,,,,2025/04/10,楽天,0,2025RS
(捕),田宮 裕涼,.421,5,2,3,1,1,0,0,0,0,0,0,左安,,中安,二ゴロ,,,中安,空三振,,,,,2025/04/10,楽天,1,2025RS
(右),万波 中正,.227,5,0,2,2,1,0,0,0,0,0,0,三直,,中飛,右２,,,左安,,空三振,,,,2025/04/10,楽天,1,2025RS
(中),松本 剛,.150,5,2,1,0,0,0,0,0,0,0,0,,中安,二ゴロ,右飛,,,中飛,,遊ゴロ,,,,2025/04/10,楽天,1,2025RS
(二三),奈良間 大己,.500,4,1,1,0,2,0,1,0,0,0,0,,空三振,左安,,死球,,空三振,,遊ゴロ,,,,2025/04/10,楽天,1,2025RS
(遊),水野 達稀,.200,4,1,3,4,1,0,0,0,0,0,1,,中安,右本,,見三振,,右安,,,,,,2025/04/10,楽天,1,2025RS
(左),矢澤 宏太,.182,5,0,1,0,0,0,0,0,0,0,0,左飛,,,一ゴロ,,中飛,,右２,,,一ゴロ,,2025/04/11,西武,1,2025RS
(三),清宮 幸太郎,.213,3,0,0,0,0,2,0,0,0,1,0,遊ゴロ,,,中飛,,,四球,四球,,,一ゴロ,,2025/04/11,西武,1,2025RS
(指),レイエス,.366,5,0,0,0,2,0,0,0,0,0,0,二ゴロ,,,空三振,,,遊飛,遊ゴロ,,,空三振,,2025/04/11,西武,1,2025RS
(一),野村 佑希,.231,5,0,0,0,3,0,0,0,0,0,0,,空三振,,,空三振,,右飛,,空三振,,,二ゴロ,2025/04/11,西武,1,2025RS
(捕),田宮 裕涼,.409,3,0,1,0,1,1,0,0,0,0,0,,二ゴロ,,,四球,,右安,,空三振,,,,2025/04/11,西武,1,2025RS
捕,伏見 寅威,.182,1,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,見三振,2025/04/11,西武,0,2025RS
(右),万波 中正,.213,3,0,0,0,0,2,0,0,0,0,0,,左飛,,,中飛,,四球,,中飛,,,四球,2025/04/11,西武,1,2025RS
走,松本 剛,.150,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,2025/04/11,西武,0,2025RS
(二),上川畑 大悟,.148,3,0,0,0,1,0,0,0,0,0,0,,,右飛,,左飛,,空三振,,,,,,2025/04/11,西武,1,2025RS
打,吉田 賢吾,.200,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,投ゴロ,,,2025/04/11,西武,0,2025RS
二,奈良間 大己,.500,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/04/11,西武,0,2025RS
打,郡司 裕也,.360,1,1,1,2,0,0,0,0,0,0,1,,,,,,,,,,,,右本,2025/04/11,西武,0,2025RS
(遊),水野 達稀,.206,4,0,1,0,1,0,0,0,0,0,0,,,右飛,,,遊飛,,右２,,空三振,,,2025/04/11,西武,1,2025RS
(中),五十幡 亮汰,.091,4,0,0,0,0,0,0,0,0,0,0,,,中飛,,,一ゴロ,,二ゴロ,,右飛,,,2025/04/11,西武,1,2025RS
(右),万波 中正,.196,4,0,0,0,1,0,0,0,0,0,0,右飛,,,遊ゴロ,,中飛,,空三振,,,,,2025/04/12,西武,1,2025RS
(指),レイエス,.333,4,0,0,0,0,0,0,0,0,0,0,一邪飛,,,左飛,,二飛,,,二ゴロ,,,,2025/04/12,西武,1,2025RS
(三),清宮 幸太郎,.216,4,1,1,0,1,0,0,0,0,0,0,空三振,,,遊ゴロ,,,遊ゴロ,,右２,,,,2025/04/12,西武,1,2025RS
(一),野村 佑希,.233,4,0,1,0,0,0,0,0,0,0,0,,中飛,,,三ゴロ,,右安,,三ゴロ,,,,2025/04/12,西武,1,2025RS
(左),郡司 裕也,.357,3,0,1,0,1,1,0,0,0,0,0,,遊ゴロ,,,遊安,,空三振,,四球,,,,2025/04/12,西武,1,2025RS
(二遊),奈良間 大己,.421,3,0,0,0,0,0,0,0,0,0,0,,一邪飛,,,遊直,,左飛,,,,,,2025/04/12,西武,1,2025RS
打,矢澤 宏太,.217,1,0,1,1,0,0,0,0,0,0,0,,,,,,,,,中安,,,,2025/04/12,西武,0,2025RS
(中),松本 剛,.182,2,0,1,0,0,2,0,0,0,1,0,,,左安,,四球,,,二ゴロ,四球,,,,2025/04/12,西武,1,2025RS
(捕),伏見 寅威,.154,2,0,0,0,0,0,0,0,0,0,0,,,中飛,,遊ゴロ,,,,,,,,2025/04/12,西武,1,2025RS
打捕,田宮 裕涼,.417,2,0,1,0,0,0,0,0,0,0,0,,,,,,,,左安,一ゴロ,,,,2025/04/12,西武,0,2025RS
(遊),水野 達稀,.194,2,0,0,0,1,0,0,0,0,2,0,,,左飛,,,見三振,,,,,,,2025/04/12,西武,1,2025RS
打,吉田 賢吾,.192,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,遊直,,,,,2025/04/12,西武,0,2025RS
二,上川畑 大悟,.148,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/04/12,西武,0,2025RS
(左),矢澤 宏太,.259,4,0,2,0,0,1,0,0,0,0,0,左飛,,右安,,二ゴロ,,中安,,四球,,,,2025/04/13,西武,1,2025RS
(三),清宮 幸太郎,.200,4,0,0,1,1,1,0,0,0,0,0,四球,,一飛,,二併打,,二ゴロ,,見三振,,,,2025/04/13,西武,1,2025RS
(指),レイエス,.306,4,0,0,0,2,1,0,0,0,0,0,右飛,,空三振,,,四球,空三振,,中飛,,,,2025/04/13,西武,1,2025RS
(一),野村 佑希,.234,4,0,1,1,0,0,0,0,0,0,0,一飛,,右安,,,遊併打,,遊ゴロ,,,,,2025/04/13,西武,1,2025RS
(捕),田宮 裕涼,.407,3,0,1,0,1,1,0,0,0,0,0,,投安,右飛,,,四球,,空三振,,,,,2025/04/13,西武,1,2025RS
捕,吉田 賢吾,.192,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/04/13,西武,0,2025RS
(右),万波 中正,.218,4,0,2,0,0,0,0,0,0,0,0,,遊飛,,一邪飛,,中安,,左安,,,,,2025/04/13,西武,1,2025RS
(中),松本 剛,.160,3,0,0,0,0,0,1,0,0,0,0,,中飛,,遊ゴロ,,投ゴロ,,死球,,,,,2025/04/13,西武,1,2025RS
(二),若林 晃弘,.000,3,0,0,0,1,0,0,0,0,1,0,,空三振,,二ゴロ,,,遊飛,,,,,,2025/04/13,西武,1,2025RS
打,郡司 裕也,.345,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,右飛,,,,,2025/04/13,西武,0,2025RS
二,石井 一成,.100,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/04/13,西武,0,2025RS
(遊),水野 達稀,.231,3,2,2,0,1,1,0,0,0,0,0,,,投安,,四球,,中安,,空三振,,,,2025/04/13,西武,1,2025RS
(左),矢澤 宏太,.258,4,1,1,0,0,1,0,0,0,0,0,遊ゴロ,,,一失,,四球 捕邪飛,,,中安,,,,2025/04/15,ロッテ,1,2025RS
(中),松本 剛,.167,5,1,1,0,1,0,0,0,0,0,0,遊ゴロ,,,見三振,,右安 右飛,,,二併打,,,,2025/04/15,ロッテ,1,2025RS
(三),清宮 幸太郎,.217,5,2,2,1,0,0,0,0,0,1,1,捕邪飛,,,二直,,右安,二ゴロ,,右中本,,,,2025/04/15,ロッテ,1,2025RS
(一),野村 佑希,.240,3,1,1,1,0,1,0,0,0,0,0,,捕邪飛,,,左安,遊ゴロ,四球,,,,,,2025/04/15,ロッテ,1,2025RS
走一,若林 晃弘,.000,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,一ゴロ,,,,2025/04/15,ロッテ,0,2025RS
(指),レイエス,.321,4,1,2,1,0,0,0,0,0,0,0,,三ゴロ,,,右安,右安,三直,,,,,,2025/04/15,ロッテ,1,2025RS
(右),万波 中正,.220,4,1,1,1,2,0,0,0,0,0,0,,一邪飛,,,空三振,左安,空三振,,,,,,2025/04/15,ロッテ,1,2025RS
(二),石井 一成,.143,4,1,1,1,0,0,0,0,0,0,0,,,中飛,,一ゴロ,左安,,中飛,,,,,2025/04/15,ロッテ,1,2025RS
二,山縣 秀,-,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,2025/04/15,ロッテ,0,2025RS
(遊),奈良間 大己,.429,2,0,1,0,1,0,0,0,0,0,0,,,左安,,見三振,,,,,,,,2025/04/15,ロッテ,1,2025RS
